tic,equity,shares,ebit,net_income,sale,price
TDS,4653,115,190,121,5176,25.43
TNC,359.9,18.336,84.3,45.8,1137.6,77.92
TEN,1425,80.928,636,-334,17450,13.1
TER,1480.158,166.41,540.221,467.468,2294.965,68.19
TXN,8907,932.032,5687,5017,14383,128.29
TXT,5518,227.956,1054,815,13630,44.6
TMO,29675,398.74,4259,3696,25542,324.87
THO,2084.425,55.063,422.83,133.275,7864.758,74.29
TDW,1014.799,39.941,-38.479,-141.743,486.549,19.28
SIX,-716.118,84.634,424.564,179.065,1480.083,45.11
TKR,1868.2,75.539,533.8,362.1,3789.9,56.31
TR,759.854,65.033,69.214,64.92,527.113,34.14
GL,7294.307,107.72,1023.943,760.79,4527.532,105.25
TTC,859.578,106.742,404.851,273.983,3139.262,79.67
TRNS,67.087,7.381,11.05,8.067,173.099,31.86
TRN,2030.1,119.6,376.6,137.6,3005.1,22.15
TYL,1617.058,39.309,157.509,146.527,1086.427,300.02
TSN,14082,366,2977,2022,42405,91.04
UAL,11531,251.216,4547,3009,43259,88.09
UGI,3817.5,209.005,603.3,256.2,7320.4,45.16
UFI,392.845,18.462,13.31,2.456,708.804,25.26
UNF,1641.23,18.976,207.881,179.134,1809.376,201.98
AEE,8059,246.2,1267,828,5910,76.8
UNP,18128,692.101,8499,5919,21708,180.79
UDR,3312.341,294.588,369.526,184.965,1305.47,46.7
UNH,57616,948,19685,13839,242155,293.98
UMBF,2606.44,49.098,420.265,243.6,1289.662,68.64
UMH,141.291,41.13,46.22,27.75,172.248,15.73
UPS,3267,856.6,8150,4440,74094,117.06
RTX,41774,864.366,9546,5537,77046,149.76
SGMS,-2212,94,583,-130,3400,26.78
UTL,376.6,14.93,73.1,44.2,438.2,61.82
SXT,881.589,42.272,166.99,82.047,1322.934,66.09
UVV,1246.665,24.422,141.278,71.68,1909.979,57.06
UHS,5504.105,86.706,1313.539,814.854,11378.259,143.46
UTMD,101.093,3.722,17.638,14.727,46.91,107.9
VFC,3357.334,388.812,1345.132,679.449,10474.304,99.66
VSEC,363.101,10.97,60.665,37.024,752.627,38.04
VMI,1111.484,21.544,243.72,153.769,2766.976,149.78
VALU,53.539,9.617,9.09,15.663,40.299,28.91
VECO,374.512,48.994,-26.973,-78.733,419.349,14.685
VLGEA,318.672,14.385,34.261,25.539,1643.502,23.2
VSH,1485.149,144.445,286.569,163.936,2668.305,21.29
VNO,5840.816,190.986,296.147,3147.937,1921.302,66.5
VMC,5621.857,132.371,885.353,617.662,4929.103,143.99
WDFC,145.475,13.719,82.382,55.908,423.35,194.14
WMT,74669,2832.493,19152,14881,521426,118.84
WBA,23512,895.388,5718,3982,136866,58.96
GHC,3319.239,5.312,153.698,327.855,2932.099,638.99
WRE,1411.726,82.099,22.905,381.713,309.18,29.18
AVA,1939.284,67.177,230.064,196.979,1345.622,48.09
WSO,1435.427,38.194,356.628,245.95,4770.362,180.15
WRI,1698.315,128.702,191.302,315.435,518.397,31.24
WMK,1058.745,26.898,84.639,67.983,3543.299,40.49
WST,1573.2,74.085,294.1,241.7,1839.9,150.33
WDC,9967,295,420,-754,16569,63.47
WEYS,209.994,9.873,27.04,20.882,304.011,26.45
WY,8177,745.3,704,-76,6554,30.2
WHR,3195,62.894,1367,1184,20419,147.53
WMB,13328,1212,2405,850,8201,23.72
WSM,1235.86,77.137,465.874,356.062,5898.008,73.44
WGO,632.212,31.514,157.21,111.798,1985.674,52.98
WEC,10113.4,315.435,1531.4,1135.2,7523.1,92.23
LNT,5205.1,245.023,777.7,567.4,3647.7,54.72
WWW,766.7,81.148,123.6,128.5,2273.7,33.74
WWD,1726.741,61.709,398.021,259.602,2900.197,118.44
FL,2473,104.188,714,491,8005,38.99
WOR,820.821,54.616,104.727,78.796,3047.519,42.18
XRX,5587,212.59,1278,1353,9066,36.87
YORW,134.185,13.015,23.786,14.402,51.578,46.11
SPB,1698.3,48.8,311.8,471.9,3802.1,64.29
TJX,5948.212,1199.1,4416.209,3272.193,41716.977,61.06
ZION,6787,165.057,1198,816,3245,51.92
OSK,2599.8,67.987,800.3,579.4,8382,94.65
WTM,3261.5,3.185,412.4,414.5,878.6,1115.51
QLYS,386.803,39.146,74.692,69.336,321.607,83.37
ALEX,1125.1,72.3,41.3,-36.4,444.2,20.96
SF,3304.791,68.328,681.256,448.396,3514.961,60.65
OVV,9930,1299,748,234,6726,4.69
LCII,800.672,25.046,197.519,146.509,2371.482,107.13
JKHY,1429.013,76.988,347.344,271.885,1552.691,145.67
ASB,3665.407,157.171,546.957,326.79,1553.434,22.04
NMIH,930.42,68.358,237.395,171.957,378.771,33.18
TFC,61282,1342.166,5721,3224,14682,56.32
VLY,4174.497,403.278,571.331,309.793,1535.52,11.45
FMBI,2370.793,109.972,383.634,199.738,861.618,23.06
NGVC,156.906,22.463,16.766,9.416,903.582,9.87
RBB,407.618,20.031,63.365,39.209,160.045,21.17
LAND,276.616,20.937,20.074,1.741,41.46,12.97
BIG,845.464,39.037,201.88,242.464,5323.18,28.72
MS,73029,1593.974,21820,9042,53823,51.12
TROW,7102.1,235.214,2387,2131.3,5617.9,121.84
NNN,3986.675,171.694,387.168,299.18,673.599,53.62
MSFT,102330,7643,42959,39240,125843,157.7
ORCL,12074,3067,14139,10135,39068,52.98
COTY,4586.8,754.2,596.2,-3784.2,8648.5,11.25
RGEN,1059.768,52.078,50.074,21.411,270.245,92.5
ASTE,601.949,22.551,40.89,22.306,1149.613,42
WERN,1111.008,69.245,207.829,166.944,2463.701,36.39
AMWD,700.538,16.927,132.483,74.861,1650.333,104.51
HOG,1803.999,152.468,808.734,423.635,5361.789,37.19
SKYW,2175.014,50.323,534.127,340.099,2971.963,64.63
TOL,5071.816,140.938,763.333,590.007,7439.322,39.51
POR,2591,89.387,353,214,2123,55.79
VIVO,190.967,42.712,38.931,24.382,201.014,9.77
IT,938.593,89.158,379.55,233.29,4245.321,154.1
WTS,978,33.866,205.4,131.5,1600.5,99.76
NVR,2341.244,3.633,1051.175,878.539,7428.442,3808.41
INT,1890.4,65.2,319.4,178.9,36819,43.42
CLFD,74.933,13.642,5.189,4.566,85.034,13.94
ATUS,2269.964,632.995,1896.789,138.936,9760.859,27.34
ADBE,10530.155,482.339,3268.121,2951.458,11171.297,329.81
JOE,519.521,59.415,31.323,26.775,127.085,19.83
DJCO,137.7,1.381,-4.824,-25.216,48.655,290.42
EHC,1352.2,98.593,695.9,358.7,4605,69.27
CNO,4677,148.084,450,409.4,4015.8,18.13
MHO,1003.477,28.386,187.728,127.587,2500.29,39.35
MRTN,597.589,54.703,67.818,61.071,843.271,21.49
FISV,32979,679.9,1671,893,10187,115.63
KBH,2383.122,89.607,342.136,268.775,4552.747,34.27
CVM,5.134,35.232,-20.195,-22.135,0.463,9.15
ABEO,178.43,83.622,-77.09,-76.282,0,3.27
APYX,71.259,34.17,-20.869,-19.706,28.235,8.46
UNM,9965,202.937,1587.5,1100.3,11999.6,29.16
PPC,2525.663,249.572,690.484,455.924,11409.219,32.715
CLGX,951.21,78.972,219.148,49.38,1762.235,43.71
JJSF,833.751,18.895,116.956,94.819,1186.487,184.27
HTLD,684.659,82.028,63.434,72.967,596.815,21.05
CERN,4317.328,310.911,858.019,529.454,5692.598,73.39
ICAD,5.071,19.36,-6.397,-13.551,31.34,7.77
MKL,11070.867,13.794,2472.978,1790.466,9521.823,1143.17
OSUR,307.145,61.731,9.635,16.656,154.605,8.03
FRPH,374.888,9.817,5.756,16.177,23.756,49.81
PLXS,865.576,29.004,143.733,108.616,3164.434,76.94
CDZI,-82.118,28.481,-11.989,-29.528,0.441,11.02
IMKTA,662.723,20.26,148.141,81.58,4202.034,47.51
SNV,4404.545,147.158,1132.041,563.78,2406.538,39.2
RDNT,151.685,50.314,73.88,14.756,1154.179,20.3
JACK,-737.584,24.398,219.912,94.437,950.107,78.03
PEAK,6085.058,505.222,121.753,45.53,1988.758,34.47
CMO,822.787,94.606,310.428,-35.338,323.119,7.92
PLAB,769.892,65.595,52.121,29.793,550.66,15.76
SAFM,1417.675,22.204,61.194,53.294,3440.258,176.22
PGR,13179.3,584.6,5350,3970.3,38997.7,72.39
RLI,995.388,44.869,219.362,191.642,1003.591,90.02
VOXX,376.179,23.818,-19.225,-26.443,394.889,4.38
CDNS,2102.894,279.855,509.399,988.979,2336.319,69.36
BRY,972.448,79.543,56.175,43.539,559.405,9.43
OPY,592.722,12.798,120.599,52.953,1033.379,27.48
EBIX,550.114,30.492,151.23,96.72,580.615,33.41
CCL,25365,684,3285,2990,20825,50.83
DRE,5018.115,367.95,292.604,428.972,1015.106,34.67
MBI,826,79.433,-131,-359,223,9.3
BDN,1677.877,175.375,104.806,34.267,572.813,15.75
MIDD,1946.814,56.19,522.583,352.24,2959.446,109.52
EQC,3125.314,121.924,87.26,492.68,200.242,32.83
UHT,181.734,13.757,27.546,18.964,78.959,117.36
CRMT,302.659,6.619,-7.63,51.303,652.992,109.66
ABMD,1065.466,45.009,248.644,203.009,840.883,170.59
CNMD,710.467,28.422,96.373,28.62,955.097,111.83
XRAY,5092.5,221.3,552.5,262.9,4029.2,56.59
VIAC,13207,615,5108,3308,27812,41.97
ZTS,2708,475.528,2113,1500,6276,132.35
HRTX,403.835,90.304,-202.294,-204.749,145.968,23.5
FICO,289.767,28.944,253.548,192.124,1160.083,374.68
COOP,2232,91.118,171,274,2007,12.51
JOUT,324.534,10.046,63.774,51.413,562.419,76.7
VGR,-685.464,148.085,231.135,100.974,1452.455,13.39
SCHW,18952,1285.725,5158,3704,11785,47.56
CLH,1269.813,55.798,223.956,97.74,3412.19,85.75
AIN,698.683,32.308,196.982,132.398,1054.132,75.92
CYBE,58.324,7.155,0.936,0.774,59.263,18.38
MITK,107.333,40.367,-0.509,-0.724,84.59,7.65
FULT,2342.176,164.218,423.762,226.339,1041.466,17.43
BXS,2517.996,104.523,428.133,234.261,1055.693,31.41
FAST,2665.6,574.129,1056,790.9,5333.7,36.95
WABC,731.417,27.062,132.475,80.389,205.657,67.77
MXIM,1845.276,271.852,753.626,827.486,2314.329,61.51
HLF,-390,137.4,625.1,311,4877.1,47.67
FRC,8706.107,168.621,1841.493,930.329,4156.699,117.45
APH,4530.3,297.9,1628.9,1155,8225.4,108.23
IPAR,468.004,31.513,104.727,60.249,713.514,72.71
PII,1107.999,61.412,425.551,323.96,6782.518,101.7
ICPT,51.556,32.853,-312.427,-344.681,252.002,123.92
PXD,12119,165.547,1738,756,9671,151.37
USM,4197,86,130,127,4022,36.23
MAN,2743,58.674,720.5,465.7,20863.5,97.1
ITIC,191.362,1.889,39.823,31.458,183.502,159.2
DX,420.181,22.946,148.448,-152.668,164.435,16.94
MGM,7727.265,503.148,1394.992,2046.433,12899.672,33.27
WM,7068,424.326,2803,1670,15455,113.96
DELL,-1574,743,3526,4616,92154,51.39
SSP,897.935,80.961,86.566,-18.378,1423.836,15.71
SAMG,64.987,9.33,20.895,8.646,102.152,12.58
IIVI,1133.209,63.712,168.068,107.517,1362.496,33.67
FCX,9298,1451,889,-239,14568,13.12
CDMO,41.894,56.483,-10.585,-10.466,59.702,7.67
ODP,2173,535.182,310,99,10647,2.74
MTH,1973.99,38.199,299.574,249.663,3666.944,61.11
ARCH,640.536,15.132,192.951,233.799,2294.352,71.74
WRB,6074.939,183.412,906.42,681.944,7833.002,69.1
CINF,9864,162.918,2525,1997,7924,105.15
ORI,6000.1,303.653,1362.4,1056.4,7213.7,22.37
MGPI,231.04,17.028,48.493,38.793,362.745,48.45
DDD,522.159,117.596,-53.604,-69.88,629.094,8.75
DVN,5802,382,160,-355,6220,25.97
LNN,268.209,10.787,24.023,2.172,444.072,95.99
LH,7567,97.2,1467.6,823.8,11554.8,169.17
WDAY,2486.551,231.708,-502.23,-480.674,3627.206,164.45
MFA,3383.872,452.369,695.528,378.117,792.638,7.65
RPT,735.813,79.85,54.637,91.511,234.703,15.04
STAR,1040.41,77.81,142.487,324.042,521.345,14.51
AGM,570.902,10.712,610.609,109.546,666.035,83.5
SRCE,828.277,25.509,144.496,91.96,384.007,51.88
VLO,21803,409.292,3843,2422,102729,93.65
TRS,697.48,44.563,92.4,98.62,723.53,31.41
IEX,2263.229,76.088,605.087,425.521,2494.573,172
MLI,643.468,56.949,193.58,100.972,2430.616,31.75
TCF,5537.713,152.966,614.162,295.468,2052.793,46.8
ARGO,1781.1,34.382,40.7,-8.4,1970.6,65.75
TECH,1165.589,37.934,149.375,96.072,714.006,219.51
BRO,3350.279,281.655,578.202,398.514,2392.171,39.48
AMBA,448.072,33.806,-49.649,-44.792,228.732,60.56
TG,376.749,33.365,52.709,48.259,972.358,22.35
SIG,1222.6,52.3,314.7,105.5,6137.1,21.74
PRTK,-39.647,39.828,-115.629,-128.79,16.544,4.03
NLOK,10,589,641,3887,2490,25.52
SPWH,110.268,43.296,33.464,20.215,886.401,8.03
ABBV,-8172,1478.912,13855,7882,33266,88.54
APAM,132.743,56.43,285.562,156.536,798.952,32.32
CONE,2434.6,114.809,67,41.4,981.3,65.43
GMRE,355.311,43.806,27.06,9.234,70.726,13.23
CGNX,1355.71,172.44,142.602,203.865,725.625,56.04
PBCT,7703.1,437.74,901.2,520.4,2304.6,16.9
ENTA,462.492,19.703,36.738,46.383,205.197,61.78
VOYA,9408,132.326,983,-351,7476,60.98
CRUS,1229.779,58.242,195.405,159.498,1281.124,82.41
NEOG,725.177,52.946,67.524,59.475,418.171,65.26
HNGR,9.504,37.46,66.928,27.525,1098.046,27.61
LEA,4349.7,60.435,1262,753.6,19810.3,137.2
EOG,21640.716,581.914,3532.04,2734.91,17122.002,83.76
BCC,701.33,38.986,135.676,80.925,4643.404,36.53
ZIXI,41.291,55.64,6.193,-14.647,173.428,6.78
SFBS,842.18,53.624,217.982,149.243,414.785,37.68
LSCC,327.659,133.883,63.367,43.493,404.093,19.14
TMHC,2537.706,105.851,377.165,254.652,4762.059,21.86
AROW,301.728,14.998,65.213,37.475,138.314,37.8
NBN,153.58,9.042,38.398,13.884,87.946,21.99
BMTC,612.922,20.126,103.508,59.206,275.573,41.24
CPF,528.52,28.289,110.017,58.322,258.184,29.58
DGII,348.978,28.241,8.169,9.958,254.203,17.72
DGICA,451.016,28.778,58.365,47.152,812.157,14.82
EA,7461,288.413,1450,3039,5537,107.51
HMHC,566.36,124.351,-141.422,-213.833,1390.674,6.25
PRTA,272.921,39.899,-85.758,-77.677,0.814,15.83
CNBKA,332.581,5.568,54.197,39.699,177.538,89.96
CIA,259.836,50.23,0.245,-1.37,245.045,6.75
FBNC,852.401,29.601,148.379,92.046,308.697,39.91
CHCO,657.983,16.303,152.665,89.352,265.49,81.95
CBU,1855.234,51.794,289.373,169.063,616.346,70.94
FBP,2191.969,217.359,364.011,167.377,761.59,10.59
GBCI,1960.733,92.29,349.794,210.544,676.951,45.99
FRME,1786.312,55.368,251.326,164.46,552.093,41.59
TVTX,221.196,43.089,-99.81,-146.427,175.338,14.2
INDB,1708.143,34.377,298.722,165.175,560.412,83.25
IBCP,350.169,22.482,88.866,46.435,196.664,22.65
HIFS,247.223,2.136,58.872,38.927,115.78,210.2
OFG,953.478,51.399,184.908,53.841,454.97,23.61
PEBK,134.12,5.912,29.818,14.067,67.34,32.85
LSXMK,10678,316.473,1653,494,7794,48.14
XONE,48.582,16.347,-15.193,-15.095,53.276,7.46
MCY,1799.502,55.358,401.104,320.087,3983.018,48.73
NWLI,2128.243,3.636,168.456,131.616,819.188,290.88
ONB,2852.453,169.616,393.603,238.206,929.704,18.29
IMGN,-76.121,150.136,-70.74,-104.133,82.271,5.105
PEBO,594.393,20.652,114.834,53.695,234.369,34.66
SIGI,2194.936,59.461,351.28,271.623,2827.713,65.19
SIVB,6130.169,51.656,1982.124,1136.856,3539.847,251.04
IHC,459.694,14.865,27.993,12.396,377.093,42.08
WSFS,1850.306,51.567,344.021,148.809,709.201,43.99
WAFD,2032.995,78.841,373.671,210.256,734.594,36.65
WBS,3062.733,92.027,599.951,382.723,1439.898,53.36
WSBC,2593.921,67.824,278.062,158.873,600.969,37.79
ACNB,189.516,7.079,37.628,23.721,87.727,37.82
SBCF,985.639,51.514,169.049,98.739,346.555,30.57
FFBC,2247.705,98.491,307.858,198.075,738.951,25.44
BLFS,43.454,20.825,1.059,-1.657,27.371,16.18
TALO,1078.277,54.197,220.554,58.729,927.62,30.15
TMP,661.642,14.891,139.066,81.718,336.811,91.5
TRST,538.257,96.922,99.921,57.84,210.719,8.67
UBSI,3363.833,101.554,446.026,260.099,910.746,38.66
UFCS,910.472,25.016,16.879,14.82,1201.165,43.73
NVEE,355.963,12.852,32.625,23.756,508.938,50.45
PFSI,2061.507,78.515,741.423,392.965,1689.383,34.04
ARTNA,160.268,9.292,25.106,14.925,83.595,37.21
AMNB,320.258,11.072,52.947,20.906,108.025,39.57
IBTX,2339.773,42.95,340.26,192.736,728.24,55.44
CMRX,109.952,61.59,-45.232,-112.576,12.519,2.03
CCNE,304.966,15.248,72.56,40.081,181.703,32.68
MODN,52.722,32.995,-15.011,-19.293,141.235,35.07
RBNC,223.753,11.206,27.676,16.196,91.149,22.24
AHH,345.327,56.278,61.426,24.234,280.686,18.35
AMH,5335.072,300.743,236.66,141.039,1139.878,26.21
ADMA,26.193,59.318,-41.424,-48.279,29.349,4
HMTV,229.285,39.312,49.129,-3.367,149.387,14.85
TSC,505.202,29.356,101.244,60.193,315.229,26.12
CVLY,191.168,9.756,35.721,18.647,99.229,23.03
CNOB,731.19,35.072,123.06,73.395,279.519,25.72
HASI,936.48,66.338,98.044,81.564,205.755,32.18
EPZM,293.705,97.783,-177.142,-170.295,23.8,24.6
ECOM,99.649,28.077,5.111,3.482,129.959,9.04
TMUS,28789,856.905,6342,3468,44998,78.42
NCBS,516.262,10.588,91.62,54.641,184.555,73.85
CHMG,182.627,4.857,33.23,15.609,87.005,42.5
NRZ,6734.266,415.521,1598.541,563.296,2602.736,16.11
IQV,6003,192.3,852,191,11088,154.51
SFM,581.952,117.544,218.56,149.629,5634.835,19.35
FI,810.294,225.511,-50.315,-235.329,579.92,5.17
BLUE,1284.993,55.368,-812.079,-789.608,44.674,87.75
CCS,1061.699,33.067,154.147,112.994,2535.911,27.35
NSTG,104.151,36.298,-80.929,-40.696,125.568,27.82
COMM,836.3,194.564,424.4,-929.5,8345.1,14.19
CZNC,244.452,13.716,40.798,19.504,84.078,28.25
FRBK,249.168,58.843,27.705,-3.5,128.602,4.18
NWSA,9144,585.21,547,155,10036,14.14
NDLS,50.571,44.134,5.961,1.647,462.411,5.54
FNB,4776,325.015,624.236,387.249,1547.286,12.7
REXR,2313.85,113.793,74.579,61.979,267.213,45.67
CHMI,293.397,16.661,11.47,-42.793,41.023,14.59
DOC,2408.948,189.975,110.899,74.483,415.253,18.94
AGIO,640.528,68.401,-426.333,-411.472,117.912,47.75
ESPR,19.95,27.498,-93.101,-97.165,148.364,59.63
FDBC,106.835,3.782,20.438,11.576,49.462,62.21
ANIP,212.791,12.09,22.21,6.094,206.547,61.67
FCF,1055.665,98.312,184.124,105.333,410.749,14.51
FVCB,179.078,13.902,27.414,15.828,69.28,17.47
THFF,557.608,13.742,89.907,48.872,187.573,45.72
ASC,326.056,33.098,16.168,-22.861,230.042,9.05
CWEN,1850,113.342,227,-11,1032,19.95
SC,7318.62,339.202,2686.072,994.37,7905.224,23.37
FLIC,389.108,23.935,57.654,41.555,154.461,25.08
USFD,3709,220,751,385,25939,41.89
PGEN,71.711,163.275,-173.402,-322.324,90.722,5.48
FOXF,422.2,38.559,117.365,93.033,751.02,69.57
BUSE,1220.434,54.789,205.519,102.953,472.649,27.5
BRX,2743.857,297.857,413.951,274.773,1168.957,21.61
FRAF,127.528,4.353,30.394,16.115,64.659,38.69
ALRS,285.728,17.05,68.44,29.54,207.494,22.85
SPNT,1414.074,94.225,200.389,200.619,969.896,10.52
AR,6970.743,295.941,-941.804,-340.129,4408.69,2.85
FEYE,701.666,216.089,-199.172,-257.409,889.152,16.53
IRT,613.279,91.071,50.213,45.896,203.067,14.08
MUSA,803,30.46,268.3,154.8,12101.3,117
XLRN,449.476,53.124,-136.445,-124.858,73.993,53.02
HBNC,656.023,44.976,114.801,66.538,250.81,19
CHGG,498.829,121.584,20.392,-9.605,410.926,37.91
BNFT,-25.644,32.789,-23.471,-45.515,295.686,21.94
FATE,244.753,75.73,-100.727,-98.149,10.68,19.57
AAOI,273.794,20.14,-37.89,-66.049,190.872,11.88
ISEE,117.203,49.627,-61.272,-58.859,0,8.58
QTS,930.382,58.228,45.025,31.291,479.456,54.27
RMAX,497.886,17.838,70.149,25.04,282.293,38.49
PINC,-862.25,61.938,381.668,109.12,1217.638,37.88
GLOB,438.714,36.964,81.455,54.015,659.325,106.05
LGIH,845.193,25.359,227.538,178.608,1838.154,70.65
RNG,745.7,86.94,-29.399,-53.607,902.858,168.67
MGNX,230.628,48.959,-177.185,-151.811,64.188,10.88
BURL,528.149,65.93,614.445,465.116,7286.398,228.03
SAIC,1417,58,418,226,6379,87.02
VEEV,1665.594,149.096,287.519,301.118,1104.081,140.66
PTC,1201.998,114.899,117.266,-27.46,1255.631,74.89
LKFN,598.011,25.444,130.101,87.047,260.207,48.93
ESNT,2984.845,98.394,669.212,555.713,867.567,51.99
AERI,166.95,46.465,-187.492,-199.581,69.888,24.17
GLPI,2074.245,214.694,731.179,390.881,1154.229,43.05
TCS,271.708,48.317,43.118,14.487,915.953,4.22
TWTR,8704.386,779.619,366.156,1465.659,3459.329,32.05
EXPI,51.967,65.274,-8.779,-9.528,979.937,11.33
GLYC,154.201,43.467,-61.389,-57.892,0,5.29
AMRX,230.488,147.07,12.951,-361.917,1626.373,4.82
TNDM,194.979,59.396,-16.722,-24.753,362.305,59.61
KPTI,49.774,65.37,-189.275,-199.59,40.893,19.17
XNCR,593.201,56.902,13.824,26.875,156.7,34.39
VCYT,239.455,49.625,-13.627,-12.599,120.368,27.92
MMI,494.907,39.153,96.625,76.93,806.428,37.25
REPH,-6.712,23.313,25.746,-18.63,99.219,18.33
VRNS,93.532,30.583,-75.987,-78.764,254.19,77.71
CWH,-32.607,37.489,133.046,-60.591,4892.019,14.74
NBTB,1120.397,43.797,219.634,121.021,511.557,40.56
OVBC,128.179,4.787,22.15,9.907,58.227,39.62
KIN,81.921,39.204,-62.567,-61.389,4.256,8.48
RARE,653.764,57.838,-424.173,-402.727,103.714,42.71
OSBC,277.864,29.932,71.928,39.455,150.522,13.47
CARA,186.713,46.72,-111.679,-106.373,19.886,16.11
PWOD,154.96,7.041,27.528,15.672,77.226,35.56
STAY,1176.27,179.483,334.573,165.138,1218.219,14.86
TACO,302.107,37.059,28.252,-118.285,512.951,7.905
CTBI,614.886,17.793,110.863,64.54,235.582,46.64
INGN,344.621,22.031,21.383,20.95,361.943,68.33
BRG,58.786,23.499,46.927,36.743,219.836,12.05
PLPC,268.535,4.993,34.993,23.303,444.861,60.35
PRK,969.014,16.346,194.686,102.7,457.693,102.38
SFNC,2988.17,113.629,452.728,238.167,988.154,26.79
MBUU,204.235,20.853,103.649,66.066,684.016,40.95
DENN,-138.064,57.095,73.803,117.41,541.389,19.88
GIII,1290.672,48.01,247.025,143.837,3160.464,33.5
ITCI,195.007,55.507,-154.012,-147.722,0.061,34.31
GSBC,603.066,14.261,104.133,73.612,265.951,63.32
LADR,1458.265,107.51,374.997,122.645,537.234,18.04
DRNA,152.195,71.573,-128.186,-120.459,23.904,22.03
RVNC,225.49,52.375,-164.459,-159.429,0.413,16.23
OUT,1093.8,143.6,305.6,140.1,1782.2,26.82
FLXN,-20.108,38.361,-136.271,-149.773,72.957,20.7
IBP,250.031,30.016,124.796,68.159,1511.629,68.87
OGS,2129.39,52.772,295.258,186.749,1652.73,93.57
KN,1288.5,91.702,92.8,49.1,854.8,21.15
FPI,294.502,29.953,26.597,13.886,53.824,6.78
CNCE,101.457,23.865,-79.015,-78.166,1.077,9.225
STBA,1191.998,39.56,179.429,98.234,373.042,40.29
GCI,981.356,128.991,77.417,-119.842,1867.909,6.38
LE,348.382,32.382,46.794,19.29,1450.201,16.8
CTRE,927.591,95.103,72.707,46.359,163.401,20.63
CBAY,186.348,68.882,-103.075,-102.808,0,1.96
HEAR,63.387,14.488,13.943,17.944,234.663,9.45
LC,900.187,88.757,374.004,-30.745,1150.184,12.62
SABR,939.081,273.733,372.454,158.592,3974.988,22.44
AUB,2513.102,80.001,370.261,193.528,832.147,37.55
NLTX,141.687,37.997,-24.443,-69.442,0,12.32
PCTY,307.964,53.075,36.766,53.823,447.752,120.82
QUOT,285.222,89.371,-18.475,-37.057,436.16,9.86
MGNI,111.936,53.888,-25.542,-25.478,156.414,8.16
EGRX,179.174,13.63,22.315,14.313,195.892,60.08
CPLG,1035,57.2,-202,-212,812,10.68
FCBP,261.805,11.636,49.233,27.848,98.054,26.96
UVSP,675.122,29.335,118.179,65.719,279.515,26.78
ATEN,108.787,77.58,-15.63,-17.819,212.628,6.87
CIO,436.008,54.591,28.756,1.798,156.297,13.52
VRTV,536.2,16.1,70.9,-29.5,7659.4,19.67
AKBA,394.757,121.675,-215.844,-279.659,335.001,6.32
WASH,503.492,17.363,110.022,69.118,264.743,53.79
QTWO,379.412,48.386,-50.01,-70.877,315.484,81.08
TWOU,711.25,63.569,-157.51,-235.222,574.671,23.99
FIVN,196.458,61.544,4.381,-4.552,328.006,65.58
MC,442.723,50.016,112.193,105.095,746.534,31.92
CMCT,54.223,14.602,-44.544,345.673,139.989,14.5
MEDP,726.283,35.865,128.063,100.443,860.969,84.06
AGRX,45.745,69.81,-18.858,-18.606,0,2.5
TMST,563.1,44.82,-55.2,-110,1208.8,7.86
CVBF,1994.098,140.102,338.589,207.827,506.431,21.58
BGSF,68.457,10.309,19.662,13.247,294.314,21.89
BOX,22.357,147.558,-139.472,-144.348,696.264,16.78
TMX,2322,135.408,292,128,2077,38.66
CCBG,327.016,16.772,63.328,30.807,165.889,30.5
PAHC,216.015,40.454,88.214,54.713,827.995,24.83
PAYC,526.628,57.66,226.224,180.576,737.671,264.76
WMS,525.723,69.319,199.257,-193.174,1673.805,38.84
QTNT,-5.527,80.398,-78.691,-102.773,32.656,9.51
SMG,718.7,55.805,424.2,460.7,3156,106.18
NERV,27.78,39.084,-56.864,-72.183,0,7.11
CTLT,1681.6,145.738,336.7,137.4,2518,56.3
ZEN,457.984,113.081,-145.76,-169.653,816.416,76.63
KEYS,3004,187.311,709,621,4303,102.63
TBPH,-223.84,57.015,-248.415,-236.455,73.414,25.89
DNOW,1144,109.208,45,-97,2951,11.24
LOB,532.386,40.317,53.345,18.034,295.86,19.01
PRMW,1166.2,134.803,114.8,2.9,2394.5,13.68
ARES,469.529,115.242,345.407,148.884,1765.438,35.69
OEC,186.013,60.224,162.949,86.92,1476.353,19.3
HRTG,448.799,28.651,49.062,28.636,510.8,13.25
SLM,2911.836,421.093,885.886,578.276,2362.134,8.91
RYAM,682.798,63.136,-35.487,-22.45,1775.392,3.84
TRUE,327.271,106.866,-46.221,-54.89,353.88,4.75
COG,2151.487,397.925,876.716,681.07,2066.277,17.41
MRNS,59.569,86.471,-53.122,-54.121,0,2.16
NG,137.954,327.63,-16.321,-27.761,0,8.96
DMTK,12.489,12.345,-17.605,-19.689,3.364,12.4
ISTR,241.976,11.229,35.184,16.839,95.659,24
GPRO,233.529,146.819,-0.879,-14.642,1194.651,4.34
ARDX,186.655,88.818,-91.263,-94.94,5.281,7.505
SNDX,31.6,27.14,-57.539,-56.047,1.517,8.78
AMPH,381.366,46.577,-0.039,48.939,322.357,19.29
VEC,261.381,11.524,53.736,34.716,1382.642,51.26
FFWM,613.869,44.671,111.65,56.239,290.536,17.4
SYF,14354,615.925,4500,3747,19461,36.01
KE,369.854,25.419,42.253,31.558,1181.844,17.55
