tic,RetEarly2020,RetLate2020,gic_sub_industry,gic_sub_industry_name,Aerospace & Defense,Agricultural & Farm Machinery,Agricultural Products,Air Freight & Logistics,Airlines,Airport Services,Alternative Carriers,Aluminum,Apparel Retail,"Apparel, Accessories & Luxury Goods",Application Software,Asset Management & Custody Banks,Auto Parts & Equipment,Automobile Manufacturers,Automotive Retail,Biotechnology,Brewers,Building Products,Casinos & Gaming,Coal & Consumable Fuels,Commercial Printing,Commodity Chemicals,Communications Equipment,Computer & Electronics Retail,Construction & Engineering,Construction Machinery & Heavy Trucks,Construction Materials,Consumer Electronics,Consumer Finance,Copper,Data Processing & Outsourced Services,Department Stores,Distillers & Vintners,Distributors,Diversified Banks,Diversified Chemicals,Diversified Metals & Mining,Diversified REITs,Diversified Real Estate Activities ,Diversified Support Services,Drug Retail,Education Services,Electric Utilities,Electrical Components & Equipment,Electronic Components,Electronic Equipment & Instruments ,Electronic Manufacturing Services,Environmental & Facilities Services,Fertilizers & Agricultural Chemicals,Financial Exchanges & Data,Food Distributors,Food Retail,Footwear,Forest Products,Gas Utilities,General Merchandise Stores,Gold,Health Care  Services,Health Care Distributors,Health Care Equipment,Health Care Facilities,Health Care REITs ,Health Care Supplies,Health Care Technology,Heavy Electrical Equipment,Home Furnishings,Home Improvement Retail,Homebuilding,Homefurnishing Retail,Hotel & Resort REITs ,"Hotels, Resorts & Cruise Lines",Household Appliances,Household Products,Housewares & Specialties,Human Resource & Employment Services,Hypermarkets & Super Centers,IT Consulting & Other Services,Independent Power Producers & Energy Traders,Industrial Conglomerates,Industrial Gases,Industrial Machinery,Industrial REITs,Insurance Brokers,Integrated Oil & Gas,Integrated Telecommunication Services,Internet & Direct Marketing Retail,Investment Banking & Brokerage,Leisure Facilities,Leisure Products,Life & Health Insurance,Life Sciences Tools & Services,Managed Health Care,Marine,Metal & Glass Containers,Mortgage REITs,Motorcycle Manufacturers,Multi-Sector Holdings,Multi-Utilities,Multi-line Insurance,Office REITs ,Office Services & Supplies,Oil & Gas Drilling,Oil & Gas Equipment & Services,Oil & Gas Exploration & Production,Oil & Gas Refining & Marketing,Oil & Gas Storage & Transportation,Other Diversified Financial Services,Packaged Foods & Meats,Paper Packaging,Paper Products,Personal Products,Pharmaceuticals,Property & Casualty Insurance,Railroads,Real Estate Development ,Real Estate Operating Companies,Real Estate Services ,Regional Banks,Reinsurance,Renewable Electricity ,Research & Consulting Services,Residential REITs,Restaurants,Retail REITs,Security & Alarm Services,Semiconductor Equipment ,Semiconductors,Silver,Soft Drinks,Specialized Consumer Services,Specialized Finance,Specialized REITs ,Specialty Chemicals,Specialty Stores,Steel,Systems Software,Technology Distributors,"Technology Hardware, Storage & Peripherals",Textiles,Thrifts & Mortgage Finance,Tires & Rubber,Tobacco,Trading Companies & Distributors,Trucking,Water Utilities,Wireless Telecommunication Services,current_assets,total_assets,current_liabilities,total_liabilities,total_equity,mkt_value,price_close,shares_out,book_value_share,ppe,employees,cash,receivables,sales,cogs,inventory,ebit,ebitda,interest_exp,working_cap,net_income,book_value,acid_ratio,current_ratio,coverage_ratio,bep,inventory_turnover,dso,roa,roe,debit_asset_ratio,debit_equity_ratio,book_price,equity_price,ebit_price,ebitda_price,sales_price,cash_assets,cash_current_liab,cash_total_liab,cash_interest,fixed_total,fixed_employees,working_coverage
GDP,-0.5756966663,1.368544661,10102020,Oil & Gas Exploration & Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.248,239.318,42.963,155.153,84.165,125.8313,10.04,12.533,6.7155,213.308,0.051,1.452,12.476,118.35,35.647,0.234,11.206,61.928,11.001,-19.715,13.288,84.16536149999999,0.5356702278704932,0.541116774899332,0.9817062288059968,0.04682472693236613,1.79845678573501e-05,38.476890578791725,0.05552444864155642,0.15788035406641715,0.6483131231248798,1.8434384839303746,0.6688717354108239,0.10560170641167976,0.08905574368221579,0.4921509989962752,0.9405449995350917,0.006067241076726363,0.03379652258920466,0.009358504186190405,7.5764462809917354,0.8913161567454182,4182.509803921569,-19.354338300910225
MGY,-0.6820352276,0.7649989546,10102020,Oil & Gas Exploration & Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.218,3466.406,175.208,737.877,2728.529,2104.8604,12.58,167.318,10.6148,3120.792,0.045,182.633,105.775,936.142,182.44,0.0,127.94,671.529,29.7,118.01,50.196,1776.0471064000003,1.6735423040043835,1.6735423040043835,0.23214006565577613,0.03690854446940145,0.0,41.24147298166304,0.01448070422218286,0.01839672585484706,0.21286514043652127,0.27043033077530054,1.2962992700133462,0.0238476622962739,0.06078312842029809,0.3190373100277814,0.4447525356075871,0.05268655777770983,1.0423782019085888,0.24751144160883184,0.16262121303378907,0.9002961568841041,41475.11111111112,27.394849148038144
FLMN,-0.6851763861,0.5378911983,10102020,Oil & Gas Exploration & Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.003,290.205,3.216,45.179,245.026,324.5058,7.06,45.964,2.8094,219.709,0.017,2.543,7.889,68.463,6.658,0.0,37.156,49.893,2.489,9.408,14.35,129.1312616,5.264732547597462,5.264732547597462,0.06698783507374313,0.12803363139849416,0.0,42.058995369761774,0.04944780413845385,0.05856521348754826,0.15567960579590293,0.184384514296442,0.7550743314911474,0.04422108942274683,0.11450026471021472,0.15375071878530366,0.21097619826825897,0.008762771144535761,1.1527651858567545,0.05628721308572567,0.9787652379079826,0.7570820626798298,18309.083333333332,0.6302215523737753
ESTE,-0.7219589851,2.028404614,10102020,Oil & Gas Exploration & Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.268,1125.543,100.158,289.792,835.751,186.2349,6.33,29.421,11.7467,1045.313,0.069,13.822,35.719,191.262,40.554,0.0,52.987,122.444,6.566,-39.89,0.719,345.5996607,0.601729267756944,0.601729267756944,0.12391718723460471,0.047076833137427894,0.0,68.16531773169788,0.0006388027823015203,0.0008603040857863167,0.25746861736957183,0.34674442507397535,2.9838295299984887,0.003860715687553729,0.28451702661531214,0.6574707533335589,1.026993329392074,0.012280294933201132,0.13800195690808523,0.04769627871024735,0.4750397916365215,0.9238983248963736,15149.463768115942,-4.943056598788382
BRY,-0.7317075243,0.5269705479,10102020,Oil & Gas Exploration & Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.432,1690.198,156.628,717.75,972.448,750.0905,9.43,79.543,12.2254,1576.267,0.355,0.402,71.867,559.405,337.642,13.976,56.175,162.181,36.234,-56.196,43.539,972.4449922000001,0.5519830426232858,0.6412135761166586,0.6450200267022698,0.03323575107768439,0.00011340535525469021,46.891706366585936,0.02575970389268003,0.04477257395768206,0.4246543896040582,0.7380857382605548,1.2964408961318667,0.058044995903827605,0.07489096315711237,0.2162152433606345,0.7457833421433813,0.0005251566906990133,0.002189940871596467,0.000691191679011522,40.2311986863711,0.9238983248963736,4440.1887323943665,-36.24754542056075
MNRL,-0.5965481302,0.4140376527,10102020,Oil & Gas Exploration & Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.112,784.162,11.533,12.336,771.826,729.839,21.44,34.041,9.3217,681.014,0.041,51.133,30.291,101.515,11.394,0.0,37.218,68.158,5.609,71.579,21.639,317.31998969999995,7.206451053498656,7.206451053498656,0.15070664732118866,0.047462131549348224,0.0,108.91213121213613,0.02759506326498861,0.028036111766123452,0.07918970369898076,0.015982876969679694,1.0575291262867563,0.02964900478050638,0.0509948084440541,0.09338771975737115,0.13909232036106592,0.06520718933077604,4.4336252492846615,4.1450226977950715,0.10969432656014706,0.8684608537521583,16610.09756097561,10.787431108603363
MUR,-0.7682347919,1.037699545,10102020,Oil & Gas Exploration & Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974.327,11718.504,942.789,5913.893,5804.611,4098.658,26.8,152.935,35.7502,10568.036,0.822,306.76,426.684,2816.255,829.454,76.123,470.612,1686.933,189.875,31.538,1149.732,5467.456837,0.952709460971649,1.03345181159305,0.40346400006799654,0.040159733699796495,0.00025143789093013194,55.30026932930434,0.09811252357809494,0.1980721877831262,0.5046627965480918,1.0188267568662224,1.4162223342372062,0.2805142561296892,0.11482099750698888,0.4115817909179053,0.6871163683332446,0.026177402849373945,0.3253750308923842,0.051871077139880616,0.618969226757074,0.9018246697701344,12856.491484184915,12.724447634144475
HES,-0.4978290041,0.6102554383,10102020,Oil & Gas Exploration & Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3156.0,21782.0,2510.0,12076.0,9706.0,20374.0436,66.81,304.955,28.6337,17560.0,1.775,1545.0,1170.0,6495.0,3106.0,261.0,637.0,2776.0,418.0,646.0,-408.0,8731.9899835,1.153386454183267,1.2573705179282868,0.6562009419152276,0.029244330180883297,0.00023022166553466995,65.75057736720555,-0.01873106234505555,-0.042035854110859264,0.5544027178404187,1.2441788584380795,0.4763904598692426,-0.020025479870868636,0.03126527126897873,0.136251794415518,0.31878797000316617,0.0709301257919383,0.6155378486055777,0.12793971513746275,0.27055016181229774,0.8061702323019007,9892.957746478874,423.90580847723703
APA,-0.8351665979,2.41702614,10102020,Oil & Gas Exploration & Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961.0,18107.0,1855.0,13087.0,4465.0,9623.4522,25.59,376.063,8.6555,14158.0,3.163,247.0,1062.0,6280.0,4760.0,502.0,-522.323,928.0,437.0,106.0,-1934.0,3255.0132965,0.786522911051213,1.0571428571428572,-0.16634944803958887,-0.1450820124813608,0.0002889374928053413,61.724522292993626,-0.19622245540398742,-0.7957446808510639,0.7227591539183741,2.9310190369540874,0.46397071520758426,-0.36920222869709896,-0.27297896278842637,0.09643109153698504,0.6525724729011487,0.013641133263378805,0.13315363881401618,0.018873691449530067,1.7692307692307692,0.781907549566466,4476.130256085995,-17.63304149219642
PDCE,-0.7627052977,2.305954108,10102020,Oil & Gas Exploration & Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.03,4448.68,361.23,2113.173,2335.507,1612.5169,26.17,61.617,37.9036,4110.128,0.54,0.963,266.354,1156.123,280.672,0.0,56.076,716.944,84.571,-57.2,-56.672,2335.5061211999996,0.8416521329900616,0.8416521329900616,1.5081496540409445,0.012605087351753778,0.0,84.09071526126544,-0.012739059676128648,-0.02426539505126724,0.47501123928895755,0.9048026831005002,1.4483612543843727,-0.03514505801458576,0.03477544948521159,0.4446117743014042,0.7169679896068066,0.0005251566906990133,0.002665891537247737,0.000691191679011522,40.2311986863711,0.9238983248963736,7611.348148148147,-86.26616021114202
PXD,-0.5329327463,0.6510383262,10102020,Oil & Gas Exploration & Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2191.0,19067.0,2496.0,6948.0,12119.0,25058.8494,151.37,165.547,73.2058,16357.0,2.323,631.0,1042.0,9671.0,5782.0,205.0,1738.0,3487.0,126.0,-305.0,756.0,12119.0005726,0.7956730769230769,0.8778044871794872,0.07249712313003452,0.0911522525829968,9.713660249333075e-05,39.32685347947472,0.03964965647453716,0.06238138460268999,0.3643992237897939,0.5733146299199604,0.483621566439519,0.030168982938219024,0.06935673590823369,0.13915243849943087,0.38593152644909545,0.03309382703099596,0.25280448717948717,0.09081750143926309,0.19968304278922344,0.8578696176640268,7041.325871717607,-22.111622554660528
EOG,-0.5694647837,0.4259720207,10102020,Oil & Gas Exploration & Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5273.339,37124.608,4486.988,15483.892,21640.716,48741.1166,83.76,581.914,37.1889,31137.595,2.9,2027.972,2153.323,17122.002,3611.559,767.297,3532.04,7501.64,223.421,786.351,2734.91,21640.741554599997,1.004246501216406,1.17525141587185,0.06325551239510312,0.09514012915638058,0.0005820709454404139,45.90367966316088,0.07366838728640582,0.1263779812091245,0.417078935890717,0.715498137861982,0.44399302908050325,0.056110942686118104,0.07246530745255844,0.15390784051098247,0.3512845661808248,0.05462608521011185,0.4519673330973918,0.13097301376165632,0.11016966703682299,0.838731953748845,10737.101724137932,49.741035427401734
COG,-0.005629306993,-0.03768543942,10102020,Oil & Gas Exploration & Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568.248,4487.245,328.034,2335.758,2151.487,6927.8743,17.41,397.925,5.4068,3891.622,0.547,200.227,338.818,2066.277,668.688,13.932,876.716,1282.449,54.952,240.214,681.07,2151.50089,1.6898126413725407,1.7322838486254475,0.0626793625301694,0.19537957031541625,5.708172273720873e-05,59.85091543873352,0.15177909831087896,0.3165578039746464,0.5205327545074985,1.085648205171586,0.31055514387724964,0.09830865435881249,0.12654906282003411,0.18511435751656174,0.29825555582034735,0.04462136567091835,0.6103848991263101,0.08572249351174223,0.27444850095142015,0.8672630979587698,7114.482632541132,15.056460390822112
SM,-0.8914588457,4.060017664,10102020,Oil & Gas Exploration & Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.634,6292.232,472.043,3543.238,2748.994,1269.9851,11.24,112.988,24.33,5993.365,0.53,0.402,188.617,1589.243,520.597,0.0,26.709,884.349,177.602,-219.409,-187.001,2748.99804,0.5351927684554161,0.5351927684554161,6.649518888764087,0.004244757663099517,0.0,43.31949550823883,-0.02971934283414852,-0.06802524850909096,0.5631130574969263,1.288921692808351,2.1645876002797197,-0.14724660942872478,0.021030955402547635,0.6963459650038414,1.2513871225733277,0.0005251566906990133,0.002189940871596467,0.000691191679011522,40.2311986863711,0.9238983248963736,11308.235849056602,-1458.9642898648394
TALO,-0.8092865716,0.4330440245,10102020,Oil & Gas Exploration & Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.984,2589.482,370.452,1511.205,1078.277,1634.0396,30.15,54.197,19.8955,2233.391,0.44,87.022,130.856,927.62,256.997,0.0,220.554,600.874,97.847,-76.468,58.729,1078.2764135,0.793581894550441,0.793581894550441,0.44364191989263396,0.08517301915981652,0.0,51.48923050387011,0.022679825540397654,0.05446559650256844,0.5835935526873715,1.4014998001441188,0.6598842524991438,0.03594098943501736,0.1349746970636452,0.3677230343744423,0.5676851405559571,0.03360594898902561,0.23490762635915047,0.05758451037417161,1.1243938314449218,0.862485624538035,5075.888636363637,-33.924410330349936
EPM,-0.5045701087,0.1237716867,10102020,Oil & Gas Exploration & Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.179,95.762,3.216,15.636,80.126,237.2656,5.47,33.184,2.4146,60.373,0.017,31.553,3.168,43.23,14.267,0.0,17.637,23.89,0.117,32.426,15.377,80.12608639999999,12.778423537958592,12.778423537958592,0.00663378125531553,0.18417535139199265,0.0,26.74809160305344,0.16057517595706022,0.1919102413698425,0.16327979783212546,0.19514265032573694,0.3377059295574243,0.06480922645339232,0.07433441678861158,0.10068884827804789,0.1822008753059862,0.3294939537603642,10.130108991825614,2.017971348170888,0.003708046778436282,0.6304484033332637,15093.249999999998,0.21510699098486138
CNX,-0.3988701764,1.03007306,10102020,Oil & Gas Exploration & Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.101,9060.806,528.939,4098.497,4962.309,1651.7906,8.85,186.643,22.2915,7323.672,0.467,16.283,209.584,1924.346,1111.581,6.984,184.873,812.765,151.379,-30.838,-80.73,4160.552434499999,0.9284945901134158,0.9416983810987657,0.8188269785203897,0.020403593234420866,1.7213542310764996e-05,39.75280952593764,-0.008909803388351985,-0.01626863623365655,0.4523324966895881,0.8259253907807838,2.9838295299984887,-0.0488742338163203,0.11192278246407261,0.4920508689176461,1.16500602437137,0.001797080745355325,0.03078426812921717,0.003972919828903132,9.29675121292145,0.8082804112570117,15682.381156316915,-25.250986363611776
MCF,-0.5912806002,0.5266668386,10102020,Oil & Gas Exploration & Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.387,353.826,110.547,237.786,116.04,473.3493,3.67,128.978,0.8989,297.005,0.124,1.624,39.567,76.512,151.005,0.15,-146.554,-96.257,8.596,-64.16,-159.796,115.93832420000001,0.4182564881905434,0.41961337711561597,-0.05865414795911405,-0.41419793910000957,2.721492030790961e-06,188.7541170012547,-0.4516231141860688,-1.377076870044812,0.6720421902290956,2.0491726990692865,0.2451466601936456,-0.33758579552140455,-0.3096106828509094,-0.2033529995713525,0.16163961793119794,0.004589826637951988,0.014690584095452614,0.006829670375884199,5.293103448275862,0.8394097663823461,2395.201612903226,3.7632501330567574
OVV,-0.8808636145,4.467901868,10102020,Oil & Gas Exploration & Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1869.0,21487.0,2432.0,11557.0,9930.0,6092.31,4.69,1299.0,7.6443,16238.0,2.571,190.0,1442.0,6726.0,3587.0,0.0,748.0,2800.0,392.0,-563.0,234.0,9929.9457,0.7685032894736842,0.7685032894736842,0.5240641711229946,0.03481174663750174,0.0,78.25304787392209,0.010890305766277284,0.023564954682779457,0.5378601014566947,1.1638469284994966,1.6299236250289297,0.038409076360198344,0.12277773127106138,0.45959578550664687,1.1040147333277524,0.008842555964071299,0.078125,0.016440252660725102,2.0631578947368423,0.7557127565504724,6315.8304161804745,-295.048128342246
