tic,RetEarly2020,RetLate2020,gic_sub_industry,gic_sub_industry_name,Aerospace & Defense,Agricultural & Farm Machinery,Agricultural Products,Air Freight & Logistics,Airlines,Airport Services,Alternative Carriers,Aluminum,Apparel Retail,"Apparel, Accessories & Luxury Goods",Application Software,Asset Management & Custody Banks,Auto Parts & Equipment,Automobile Manufacturers,Automotive Retail,Biotechnology,Brewers,Building Products,Casinos & Gaming,Coal & Consumable Fuels,Commercial Printing,Commodity Chemicals,Communications Equipment,Computer & Electronics Retail,Construction & Engineering,Construction Machinery & Heavy Trucks,Construction Materials,Consumer Electronics,Consumer Finance,Copper,Data Processing & Outsourced Services,Department Stores,Distillers & Vintners,Distributors,Diversified Banks,Diversified Chemicals,Diversified Metals & Mining,Diversified REITs,Diversified Real Estate Activities ,Diversified Support Services,Drug Retail,Education Services,Electric Utilities,Electrical Components & Equipment,Electronic Components,Electronic Equipment & Instruments ,Electronic Manufacturing Services,Environmental & Facilities Services,Fertilizers & Agricultural Chemicals,Financial Exchanges & Data,Food Distributors,Food Retail,Footwear,Forest Products,Gas Utilities,General Merchandise Stores,Gold,Health Care  Services,Health Care Distributors,Health Care Equipment,Health Care Facilities,Health Care REITs ,Health Care Supplies,Health Care Technology,Heavy Electrical Equipment,Home Furnishings,Home Improvement Retail,Homebuilding,Homefurnishing Retail,Hotel & Resort REITs ,"Hotels, Resorts & Cruise Lines",Household Appliances,Household Products,Housewares & Specialties,Human Resource & Employment Services,Hypermarkets & Super Centers,IT Consulting & Other Services,Independent Power Producers & Energy Traders,Industrial Conglomerates,Industrial Gases,Industrial Machinery,Industrial REITs,Insurance Brokers,Integrated Oil & Gas,Integrated Telecommunication Services,Internet & Direct Marketing Retail,Investment Banking & Brokerage,Leisure Facilities,Leisure Products,Life & Health Insurance,Life Sciences Tools & Services,Managed Health Care,Marine,Metal & Glass Containers,Mortgage REITs,Motorcycle Manufacturers,Multi-Sector Holdings,Multi-Utilities,Multi-line Insurance,Office REITs ,Office Services & Supplies,Oil & Gas Drilling,Oil & Gas Equipment & Services,Oil & Gas Exploration & Production,Oil & Gas Refining & Marketing,Oil & Gas Storage & Transportation,Other Diversified Financial Services,Packaged Foods & Meats,Paper Packaging,Paper Products,Personal Products,Pharmaceuticals,Property & Casualty Insurance,Railroads,Real Estate Development ,Real Estate Operating Companies,Real Estate Services ,Regional Banks,Reinsurance,Renewable Electricity ,Research & Consulting Services,Residential REITs,Restaurants,Retail REITs,Security & Alarm Services,Semiconductor Equipment ,Semiconductors,Silver,Soft Drinks,Specialized Consumer Services,Specialized Finance,Specialized REITs ,Specialty Chemicals,Specialty Stores,Steel,Systems Software,Technology Distributors,"Technology Hardware, Storage & Peripherals",Textiles,Thrifts & Mortgage Finance,Tires & Rubber,Tobacco,Trading Companies & Distributors,Trucking,Water Utilities,Wireless Telecommunication Services,current_assets,total_assets,current_liabilities,total_liabilities,total_equity,mkt_value,price_close,shares_out,book_value_share,ppe,employees,cash,receivables,sales,cogs,inventory,ebit,ebitda,interest_exp,working_cap,net_income,book_value,acid_ratio,current_ratio,coverage_ratio,bep,inventory_turnover,dso,roa,roe,debit_asset_ratio,debit_equity_ratio,book_price,equity_price,ebit_price,ebitda_price,sales_price,cash_assets,cash_current_liab,cash_total_liab,cash_interest,fixed_total,fixed_employees,working_coverage
OFIX,-0.3934606695,0.5344524765,35101010,Health Care Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.553,495.62,84.883,167.989,327.631,878.4821,46.18,19.023,17.2229,68.525,1.055,69.719,86.805,459.955,80.98,82.397,25.336,50.035,0.122,175.67,-28.462,327.63122669999996,2.098841935369862,3.069554563340127,0.0048152826018313865,0.0511198095314959,0.0027876661580569532,68.88461914752531,-0.0574270610548404,-0.08687212138045546,0.3389471772729107,0.5127384160839482,0.37295125307618676,-0.032399066526227455,0.028840655945067066,0.0569561975138708,0.523579251074097,0.1406702715790323,0.8213540991718011,0.4150212216276065,0.0017498816678380357,0.1382611678301925,64.9526066350711,0.8459006946637196
CRY,-0.3754154099,0.3953899003,35101010,Health Care Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.39,605.654,45.195,319.958,285.696,1016.7961,27.09,37.534,7.6117,54.144,1.2,33.766,55.861,276.222,85.742,53.071,20.13,38.447,14.886,142.195,1.72,285.6975478,2.9719880517756385,4.146255116716451,0.7394932935916543,0.03323679856815938,0.001695785029507126,73.8147757962798,0.0028399052924607117,0.006020385304659498,0.528285126491363,1.1199246751792116,0.2809766874597572,0.0016915879201346267,0.019797479553668625,0.037811907421753485,0.2716591851601319,0.05575130354955139,0.7471180440314193,0.10553260115390144,0.44085766747615945,0.08939757683429812,45.12,105.15224888226527
RMD,-0.04722721697,0.4524594644,35101010,Health Care Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145.366,4107.682,555.991,2035.489,2072.193,17530.2197,154.97,143.655,14.4248,387.46,7.24,147.128,538.318,2606.572,994.13,349.641,635.7,786.495,36.156,589.375,404.592,2072.194644,1.4311832385776027,2.060044137405102,0.05687588485134497,0.154758815312383,0.0009635767434291346,75.38102534670057,0.09849642693859943,0.1952482225352561,0.49553227343304573,0.9822873641596125,0.11820690416104711,0.023079687928839816,0.0362630937249463,0.04486509658518426,0.14869020723111645,0.03581776778241354,0.2646229885016124,0.07228140265066527,0.24574520145723452,0.09432570486225565,53.516574585635354,33.52122463426144
IART,-0.2335279708,0.4533246994,35101010,Health Care Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858.168,3303.24,331.309,1886.504,1416.736,5004.5036,58.28,85.87,16.4986,431.934,4.0,198.911,283.976,1517.557,445.28,316.054,260.867,376.267,57.057,526.859,50.201,1416.734782,1.6362791231146754,2.590234494082563,0.21872065075306574,0.07897306886571973,0.0019446221924699371,68.30138176028973,0.015197503057604051,0.03543426580534411,0.5711071553989416,1.331584713030515,0.28309221318174294,0.010031164729305021,0.05212644866515832,0.0751856787554314,0.30323826722794245,0.060216938520967295,0.6003791022881961,0.10543894950660057,0.28684688126850705,0.13076070766883424,107.9835,115.23494333510946
AXDX,-0.5071006823,-0.09003595018,35101010,Health Care Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.852,134.424,8.162,141.803,-7.379,924.5821,16.9,54.709,-0.1349,11.822,0.275,61.014,3.597,9.297,3.215,8.059,-72.831,-70.531,14.256,113.69,-84.305,-7.3802441,13.941803479539328,14.929184023523645,-0.19574082464884457,-0.5418005713265488,0.007294613004452981,141.21813488222006,-0.6271573528536571,7.448428486174657,1.054893471403916,-19.217102588426616,-0.007980902939825462,-0.09118173496977716,-0.07877180403990085,-0.07628419369139854,0.010055353656533044,0.4538921621139082,7.475373682920853,0.43027298435152994,0.23365129314583538,0.08794560495149674,42.989090909090905,-22.25377435432714
HSKA,-0.4235976795,1.633813484,35101010,Health Care Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.867,244.424,32.199,89.89,154.364,756.1991,95.94,7.882,19.5844,21.195,0.386,89.03,20.117,122.661,63.296,26.601,1.001,5.917,3.089,107.668,-1.465,154.36424079999998,3.5176868846858595,4.3438305537439055,3.0859140859140863,0.00409534251955618,0.0011514069144147262,59.8617735058413,-0.0059936831080417636,-0.009490554792568216,0.3677625765063987,0.5823248944054313,0.20413142517625318,-0.0019373204755202696,0.0013237254580176039,0.007824658876213949,0.16220728112477256,0.3642441004156711,2.764992701636697,0.9904327511402826,0.034696169830394245,0.0867140706313619,54.909326424870464,332.2541978021979
SRDX,-0.1957519936,0.3061205949,35101010,Health Care Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.42,159.865,20.209,37.349,122.516,617.673,41.43,13.504,9.0726,29.748,0.369,30.361,17.761,100.077,8.732,4.501,6.548,13.86,0.152,61.211,7.592,122.51639039999999,3.806175466376367,4.028898015735564,0.023213194868662187,0.04095955962843649,0.0014122202072051155,64.77777111624049,0.04749006974634848,0.06196741650070194,0.23362837394051228,0.30484997877828196,0.1983509073571291,0.012291293289491365,0.010601078564224112,0.022439057559582497,0.16202262362123648,0.18991649204015887,1.5023504379236974,0.8128999437735951,0.005006422713349362,0.18608200669314734,80.6178861788618,1.420902871105681
EW,-0.1914786019,0.4510131856,35101010,Health Care Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2984.0,6488.1,902.4,2339.8,4148.3,48780.939,233.29,209.1,19.8388,1140.4,13.9,1179.1,599.1,4348.0,952.0,640.9,1280.4,1369.7,20.7,2081.6,1046.9,4148.2930799999995,2.596520390070922,3.3067375886524824,0.016166822867853793,0.19734591020483655,0.001844422700587084,50.292433302667895,0.1613569457930673,0.2523684400838898,0.3606294600884697,0.5640382807415086,0.08503936342840797,0.02146125149415431,0.0262479572195197,0.028078590287079142,0.08913317556269264,0.18173271065489124,1.3066267730496453,0.5039319599965808,0.017555762869985583,0.17576794439049953,82.0431654676259,33.65285848172446
ISRG,-0.1622935705,0.6520256744,35101010,Health Care Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4662.6,9733.2,1030.2,1448.5,8284.7,68573.4,591.15,116.0,71.2397,1347.3,7.326,1167.6,708.3,4478.5,1168.6,595.5,1382.2,1581.9,0.0,3632.4,1379.3,8263.8052,3.9478741991846245,4.525917297612114,0.0,0.14200879464102248,0.0013961208705417325,57.726805850173044,0.14171084535404593,0.1664876217605948,0.14882053178810667,0.1748403683899236,0.12081506823345498,0.020114213383031907,0.02015650383384811,0.023068711774536486,0.06530958068288871,0.11996054740475895,1.133372160745486,0.8060752502588885,0.0,0.13842312908396004,183.9066339066339,0.0
ITGR,-0.218450184,0.2916000514,35101010,Health Care Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415.395,2353.093,179.078,1200.605,1152.488,2630.061,80.43,32.7,35.2443,288.564,8.4,13.535,216.752,1258.094,852.154,167.256,169.786,247.681,50.0,236.317,96.336,1152.48861,1.3856475949027798,2.319631668881716,0.2944883559304065,0.07215439423771182,0.000537738033780697,62.88439496571798,0.04094015833628335,0.08358959052068221,0.5102242027833155,1.0417505431726837,0.4381982014865815,0.03662880822916274,0.06455591714412708,0.09417310092807733,0.4783516427945968,0.005752003851951453,0.07558159014507644,0.011273482952344859,3.694126339120798,0.12263178718393197,34.35285714285715,69.59260480840588
NTUS,-0.2988790072,-0.1335932873,35101010,Health Care Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.749,622.527,142.821,206.404,416.123,1126.5755,32.99,34.149,12.1855,39.748,1.484,63.297,115.889,495.175,186.438,71.368,35.897,66.619,4.941,126.928,-15.671,416.1226395,1.3890184216606805,1.888720846374133,0.13764381424631586,0.0576633623923139,0.0010487602694905956,85.42330489220983,-0.025173205338884896,-0.03765953816539821,0.3315583099206942,0.4960168027241945,0.36936982918588235,-0.013910297179372356,0.03186382093343944,0.05913407490221472,0.43954000419856465,0.10167751760164619,0.44319112735522087,0.30666556849673454,0.07806057159107067,0.06384943946206348,26.784366576819405,17.470854054656378
ZBH,-0.3230897421,0.5325772502,35101010,Health Care Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4723.9,24638.7,3441.5,12245.9,12392.8,30834.08,149.68,206.0,60.1364,2344.1,19.9,617.9,1363.9,7982.2,1771.7,2385.0,1508.3,2514.4,226.9,1282.4,1131.6,12388.0984,0.6796164463170128,1.3726282144413773,0.15043426374063515,0.061216703803366246,0.003688122467315271,62.366703415098605,0.045927747811369914,0.0913110838551417,0.4970189173941807,0.988146343037893,0.4019189156932848,0.03669965181383715,0.048916653261585875,0.08154613336931084,0.25887589316756004,0.02507843352124909,0.17954380357402294,0.050457704211205386,0.3672115229001457,0.09513894807761772,117.79396984924624,192.91689982099052
APYX,-0.5756507217,1.005570373,35101010,Health Care Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.733,84.745,12.311,13.486,71.259,289.0782,8.46,34.17,2.0854,7.621,0.266,58.812,9.22,28.235,8.387,5.068,-20.869,-20.115,0.008,64.422,-19.706,71.258118,5.821216797985542,6.232881163187394,-0.00038334371555896307,-0.24625641630774675,0.0016555301665493397,119.18894988489464,-0.23253289279603515,-0.27654050716400735,0.15913623222609002,0.18925328730405985,0.24650423311062544,-0.06816840564248705,-0.07219153848335849,-0.06958324771636187,0.09767253289940231,0.6939878458906129,4.777191129883843,4.360966928666765,0.00013602666122560024,0.08992860935748422,28.650375939849624,-0.02469576884373952
ANGO,-0.3485321415,0.4697994103,35101010,Health Care Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.913,594.214,51.445,139.342,454.872,388.7866,16.01,38.079,11.9455,38.458,0.8,54.435,34.174,264.157,110.585,59.905,-14.037,7.384,0.907,101.468,-166.787,454.87269449999997,1.8079113616483624,2.9723588298182526,-0.0646149462135784,-0.023622802559347306,0.001484136977630175,47.22006231142843,-0.28068507305448875,-0.36666798571905945,0.23449800913475616,0.30633233085351486,1.1699785949412864,-0.42899369474153687,-0.036104639408868516,0.018992424121613245,0.6794395691621058,0.09160841043799035,1.0581203226747011,0.390657518910307,0.016662074033250665,0.06472079082620065,48.0725,-6.556349362399373
NUVA,-0.3449700641,0.1119228284,35101010,Health Care Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764.336,1885.29,206.917,970.083,915.207,4032.8943,77.34,52.145,17.5512,333.25,2.8,213.034,211.532,1168.07,227.861,312.419,126.124,261.717,38.525,557.419,65.234,915.2073240000001,2.1840496430936076,3.6939255836881455,0.3054533633566966,0.06689899166706448,0.0037564237221526485,66.09978854007038,0.03460157323276525,0.07127786391493945,0.5145537291345098,1.059960205723951,0.22693552865990066,0.016175479729285243,0.03127381741693552,0.06489557636063013,0.2896356594319866,0.11299800030764498,1.0295625782318514,0.21960388956408886,0.1808396781734371,0.17676325658121564,119.01785714285715,170.26550834892646
DXCM,0.2310047285,0.3730468543,35101010,Health Care Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969.4,2395.0,360.2,1512.4,882.6,20036.584,218.74,91.6,9.6354,392.8,3.9,446.2,286.3,1476.0,497.6,119.8,149.8,196.7,60.3,1609.2,101.1,882.60264,5.134925041643532,5.467518045530261,0.4025367156208277,0.06254697286012527,0.0006596044575606747,70.79911924119241,0.04221294363256785,0.11454792658055743,0.631482254697286,1.713573532744165,0.044049424792170166,0.005045770277009295,0.007476324307576582,0.009817042665556164,0.07366525152191611,0.18630480167014613,1.2387562465297057,0.29502777043110284,0.1351411922904527,0.16400835073068895,100.71794871794873,647.762082777036
ATRC,0.03322070723,0.6573387257,35101010,Health Care Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.16,557.88,49.916,310.537,247.343,1289.1841,32.51,39.655,6.2374,36.678,0.73,28.483,28.046,230.807,51.106,29.414,-34.06,-24.694,4.111,93.244,-35.194,247.344097,2.278748297139194,2.8680182706947672,-0.12069876688197298,-0.06105255610525562,0.0015768461896815053,44.35216436243268,-0.06308525130852513,-0.14228823940843285,0.5566376281637628,1.2554913621974344,0.19186010748969057,-0.02729943690742075,-0.026419810793508858,-0.01915475066749582,0.17903339018841452,0.05105578260557826,0.5706186393140477,0.09172175940387137,0.1443317066320261,0.06574532157453215,50.24383561643835,-11.254435819142689
ATEC,-0.5137416333,3.208697364,35101010,Health Care Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.318,169.948,36.39,102.714,67.234,435.633,7.095,61.4,0.6085,21.582,0.227,47.113,16.15,113.427,28.953,34.854,-46.927,-39.349,9.865,71.928,-57.002,37.3619,2.0187963726298435,2.9765869744435283,-0.21022012913674432,-0.27612563843057875,0.0032981180174387493,51.96954869651846,-0.3354084778873538,-0.8478150935538568,0.6043848706663214,1.527709194752655,0.15433633356517987,-0.13084867308032222,-0.10772140769868215,-0.0903260313153503,0.2603728367685644,0.2772200908513192,1.2946688650728222,0.45868138715267637,0.20939018954428715,0.12699178572269165,95.0748898678414,-15.120713448547745
CSII,-0.275365354,0.2428286277,35101010,Health Care Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.075,218.577,42.345,70.633,147.944,1499.7596,48.59,34.935,4.2348,27.324,0.731,74.237,36.015,248.017,44.234,18.058,-0.825,2.621,1.684,137.73,-0.255,147.94273800000002,3.826118786161294,4.252568189868934,-2.041212121212121,-0.003774413593378992,0.001118460293049232,53.00231435748356,-0.0011666369288625977,-0.00172362515546423,0.3231492792013798,0.4774306494349213,0.0986451428615626,-0.00017002724970055201,-0.0005500881607959035,0.0017476134175103796,0.1653711701528698,0.33963774779597117,1.7531467705750383,1.051024308750867,0.02268410630817517,0.12500857821271225,37.378932968536255,-281.1361454545454
LMAT,-0.3041721083,0.6396879695,35101010,Health Care Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.092,188.341,20.851,40.2,148.141,724.6442,35.95,20.157,7.3494,30.062,0.479,11.786,16.572,117.232,34.4,34.629,21.195,26.611,0.0,71.241,17.934,148.1418558,2.755887007817371,4.416670663277541,0.0,0.11253524192820469,0.002757964319847085,51.59666302715982,0.09522090251193314,0.12106034116146105,0.21344263861825094,0.2713630932692503,0.20443274092306266,0.024748697360718545,0.029248836877463453,0.03672284964124463,0.16177870463877309,0.06257798355111208,0.565248669128579,0.29318407960199,0.0,0.15961474134681242,62.759916492693115,0.0
