tic,current_assets,total_assets,current_liabilities,total_liabilities,total_equity,mkt_value,price_close,shares_out,book_value_share,ppe,employees,cash,receivables,sales,cogs,inventory,ebit,ebitda,interest_exp,working_cap,net_income
CMG,1072.204,5104.604,666.593,3421.578,1683.026,23233.9881,837.11,27.755,60.6387,3964.156,83,480.626,108.25,5586.369,4443.879,26.096,510.377,723.072,,405.611,350.158
FIS,8692,83806,10382,34350,49456,85540.35,139.09,615,80.3902,1464,55,1152,4350,10333,4349,0,1760,4021,389,-1690,298
LQDT,89.925,187.283,68.822,71.108,116.175,249.2838,5.96,33.687,3.4487,18.846,0.687,36.497,9.804,226.525,164.839,5.843,-14.357,-9.266,,21.103,-19.26
KRA,650.036,2832.385,366.644,2042.957,789.428,803.9353,25.32,31.751,23.6668,1010.943,1.944,35.033,169.603,1804.436,1374.982,364.668,113.831,250.002,79.407,283.392,51.305
VNDA,354.136,483.748,59.505,72.803,410.945,878.7555,16.41,53.55,7.674,15.044,0.284,45.072,26.367,227.188,23.101,1.14,22.81,25.702,0,294.631,115.553
AVXL,25.329,25.329,5.04,5.04,20.289,166.374,2.59,52.65,0.3854,0,0.016,22.185,2.643,0,0,0,-29.107,-29.107,0,20.289,-26.295
MWA,566.9,1337.3,178.5,745,592.3,1769.8729,11.98,157.462,3.7476,217.1,3.1,176.7,183.8,968,587.3,191.4,145,198,26.3,388.4,63.8
ATEC,108.318,169.948,36.39,102.714,67.234,435.633,7.095,61.4,0.6085,21.582,0.227,47.113,16.15,113.427,28.953,34.854,-46.927,-39.349,9.865,71.928,-57.002
VG,173.068,1364.7,251.896,797.638,567.062,1799.5111,7.41,242.849,2.335,99.218,2.264,23.62,101.813,1189.346,511.084,1.475,25.286,111.542,32.821,-78.828,-19.482
DK,2963.3,7016.3,2355.9,5181,1835.3,2463.4491,33.53,73.47,22.68,2611.9,3.814,955.3,958.2,9298.2,8337.7,946.7,496.5,692.5,132.6,607.4,310.6
LUNA,58.116,86.524,17.044,19.055,67.469,219.7862,7.29,30.149,2.2379,5.772,0.267,25.006,21.529,70.516,34.608,10.294,5.431,7.934,0.016,41.072,5.343
SNCR,142.897,532.023,153.396,242.581,276.942,211.5745,4.75,44.542,0.7598,80.49,1.659,38.99,65.863,308.749,150.002,0,-97.764,-20.727,1.355,-10.499,-104.593
HBMD,,2374.619,,2060.471,314.148,321.851,16.88,19.067,16.476,56.816,0.307,12.992,1735.112,112.538,26.317,33.808,39.728,45.089,,,16.881
PFPT,1229.984,2337.511,771.81,1745.014,592.497,6517.6675,114.78,56.784,10.4342,125.364,3.368,847.555,265.741,888.19,170.77,1.249,-101.628,-21.296,12.526,458.174,-130.265
GOGO,424.825,1214.7,252.642,1613.59,-398.89,564.7424,6.4,88.241,-4.5205,623.704,1.115,170.016,113.724,835.726,432.576,117.144,36.724,155.541,131.191,172.183,-146.004
CUBI,,11520.717,,10467.922,1052.795,746.134,23.81,31.337,26.4159,124.272,0.867,33.095,9508.367,544.677,210.656,486.501,190.412,213.291,,,79.327
HTBI,,3476.178,,3067.282,408.896,452.1178,26.83,17.984,22.7367,61.051,0.582,40.909,2683.761,160.154,36.083,21.104,56.054,62.326,,,27.146
RDUS,203.057,219.151,61.258,261.43,-42.279,931.1904,20.16,46.19,-0.9153,8.997,0.428,69.886,23.289,173.317,14.617,5.323,-112.229,-109.921,24.935,141.799,-132.993
POST,2126.3,11951.6,802.9,9014.3,2937.3,7631.064,109.1,72.1,40.5811,1736,10.1,1050.7,445.1,5681.1,3670.7,579.8,767.7,1140,629,1323.4,124.7
SPLK,2822.815,5439.471,1312.296,3440.042,1999.429,24498.1649,149.77,157.788,12.6716,424.014,5.8,778.653,838.743,2358.926,371.148,0,-263.435,-195.774,96.249,1510.519,-336.668
FB,66225,133376,15053,32322,101054,585373,205.25,2852,35.4327,44783,44.942,19079,9518,70697,7028,0,28986,34728,20,51172,18485
ESRT,,3931.834,,1983.921,1947.913,2539.2402,13.96,181.894,6.754,,0.831,233.946,246.383,742.602,515.574,0,165.965,,80.679,,49.445
FANG,869,23531,1263,8625,14906,14764.9257,92.86,159.002,83.326,21850,0.712,123,634,3964,1711,37,695,2149,239,-394,240
CSTE,374.406,703.866,126.366,226.142,477.724,518.3779,15.07,34.398,13.8881,276.823,1.501,139.372,104.095,545.974,369.788,122.686,37.202,64.589,3.91,248.04,12.862
PSX,14395,58720,11646,31551,27169,49134.7067,111.41,441.026,56.4819,25098,14.5,1614,8510,107293,101012,3776,3236,4600,535,2749,3076
ASPU,33.371,66.24,10.357,24.492,41.748,171.8566,8,21.754,1.9191,12.561,0.83,14.35,14.35,49.061,19.135,0,-3.05,-0.847,1.818,23.014,-5.659
PBYI,166.296,234.905,90.837,217.442,17.463,343.0263,8.75,39.203,0.4455,21.826,0.269,60.037,28.896,272.26,32.015,3.17,-39.098,-34.298,15.019,75.459,-75.595
GMED,687.468,1532.077,111.403,129.625,1402.452,5877.696,58.88,99.825,14.0491,202.322,2,195.724,162.424,785.368,141.05,196.314,176.754,229.488,,576.065,155.21
NOW,2826.901,6022.43,2752.785,3894.489,2127.941,53488.6295,282.32,189.461,11.2316,870.513,10.371,775.778,846.279,3460.437,604.612,0,42.748,245.221,33.283,74.116,626.698
BLMN,340.468,3592.683,962.021,3415.202,177.481,1918.8982,22.07,86.946,1.9592,2302.625,94,67.145,141.112,4139.389,3467.164,86.861,191.09,387.901,49.257,-621.553,130.573
PANW,3664.8,6592.2,2053.3,5005.9,1586.3,21929.072,231.25,96.8,16.3874,296,7.014,961.4,582.4,2899.6,655.7,0,-17.3,135.4,83.9,1611.5,-81.9
FIVE,665.713,1958.661,351.345,1198.883,759.778,6307.7126,127.86,55.712,13.6376,1282.074,16.6,202.49,0,1846.73,1172.764,324.028,217.284,272.263,,314.368,175.056
RLGY,1211,7543,1146,5447,2096,,9.68,114.356,18.2937,823,10.15,235,79,5598,4501,0,378,547,249,65,-188
PGTI,233.61,922.733,56.097,491.185,431.548,872.3096,14.91,58.505,7.3763,154.589,3,97.243,78.638,744.956,448.723,43.851,89.267,123.999,26.807,177.513,43.688
CVLT,513.686,845.076,328.554,433.172,411.904,1862.5253,44.64,46.011,8.9523,129.528,2.533,288.082,146.99,670.885,115.828,0,16.136,33.201,0,185.132,-5.645
PTCT,779.284,1623.782,235.857,1029.452,594.33,2974.7861,48.03,61.936,9.5959,35.242,0.827,288.028,55.538,306.98,7.435,19.285,-192.798,-160.448,12.491,543.427,-251.576
QRTEA,4576,17305,4001,12333,4972,3508.3754,8.43,415.969,11.6355,1748,25.314,673,1854,13458,9743,1413,1351,1957,374,575,-456
SEM,1212.992,7340.288,914.28,5436.712,929.035,3135.2155,23.34,134.328,5.7395,2002.392,49.9,335.882,768.377,5453.922,4641.002,0,471.881,684.457,200.57,298.712,148.449
KBR,2011,5364,1501,3507,1857,4325.4795,30.5,141.819,12.9954,305,28,712,1190,5639,4920,0,312,378,99,510,202
EHTH,208.146,741.634,112.985,214.47,527.164,2222.9069,96.08,23.136,22.7854,47.139,1.5,23.466,177.442,506.201,391.722,0,105.488,114.479,,95.161,66.887
LMAT,92.092,188.341,20.851,40.2,148.141,724.6442,35.95,20.157,7.3494,30.062,0.479,11.786,16.572,117.232,34.4,34.629,21.195,26.611,0,71.241,17.934
INFU,19.305,79.224,21.847,56.89,22.334,169.5935,8.53,19.882,1.1233,44.301,0.269,2.647,12.097,81.115,26.793,2.899,4.278,16.62,1.904,-2.542,1.361
ESXB,,1430.84,,1275.361,155.479,199.1162,8.88,22.423,6.9339,35.944,0.243,28.684,1082.266,70.803,47.773,2.09,20.991,23.03,1.456,,15.705
ICFI,434.717,1397.217,337.982,682.666,714.551,1728.6862,91.62,18.868,37.8711,192.202,7,6.482,410.833,1478.525,953.187,0,103.121,131.303,10.719,96.735,68.938
GTS,,2818.826,,1875.654,943.172,440.062,18.49,23.8,39.6582,99.026,4.074,109.837,578.553,3375.586,3217.854,0,139.924,157.732,7.672,,92.894
TNL,,7453,,7977,-524,4554.0441,51.69,88.103,-6.0157,816,22.5,355,3380,4043,1834,1199,931,1052,271,,507
EVR,1690.422,2598.613,668.653,1472.363,1126.25,2928.7978,74.76,39.176,22.2002,326.787,1.9,633.808,350.296,2028.837,1528.81,0,469.004,500.027,20.139,1021.769,297.436
ORBC,172.737,580.98,57.538,343.464,237.516,328.641,4.21,78.062,3.0207,161.447,0.786,54.258,60.595,272.013,130.641,39.881,4.297,54.999,21.149,115.199,-18.423
ALGT,562.221,3010.803,612.584,2127.252,883.551,2837.3741,174.04,16.303,54.1956,2258.889,4.697,121.888,25.516,1840.965,1141.408,28.375,363.95,519.802,76.801,-50.363,232.117
FOLD,520.073,850.207,128.812,373.782,476.425,2487.7713,9.74,255.418,1.8653,81.02,0.584,142.837,33.284,182.237,187.196,14.041,-300.74,-295.965,18.872,391.261,-356.388
WU,,8758.5,,8798,-39.5,,26.78,418,-0.0945,386.6,11.5,1450.5,96.4,5292.1,2789,0,1065.5,1323.2,152,,1058.3
CELH,51.509,90.382,26.683,26.923,63.459,332.985,4.83,68.941,0.9205,0.942,0.12,23.091,8.956,75.147,43.779,15.292,-0.869,-0.802,1.393,24.826,9.971
DEI,,9349.301,,4978.367,4370.934,7698.743,43.9,175.37,15.4649,2.368,0.713,153.683,140.27,955.258,655.906,0,261.284,,147.09,,363.713
HBI,3224.565,7353.986,1771.439,6117.391,1236.595,5382.3677,14.85,362.449,3.4118,1075.683,63,328.876,815.21,6966.923,4058.359,1905.845,953.216,1084.183,178.579,1453.126,600.72
FSLR,3599.834,7515.689,1318.208,2418.922,5096.767,5900.926,55.96,105.449,48.334,2803.837,6.6,1352.741,712.293,3063.117,2308.605,497.096,201.215,406.515,29.656,2281.626,-114.933
GORO,50.652,193.012,27.972,34.954,158.058,363.9337,5.54,65.692,2.406,132.695,0.064,11.076,8.607,135.366,83.719,24.131,14.629,38.046,,22.68,5.832
FRST,,2722.17,,2344.929,377.241,395.3757,16.35,24.182,15.6001,39.197,0.35,7.909,2175.786,133.11,37.274,6.224,55.02,60.652,,,33.167
WLDN,175.473,439.913,131.978,272.635,167.278,365.3747,31.78,11.497,14.5497,34.348,1.451,5.452,62.349,443.099,308.126,101.418,10.047,25.074,4.9,43.495,4.841
PRIM,912.707,1830.465,670.448,1200.935,629.53,1082.3096,22.24,48.665,12.9149,618.273,9.7,120.286,486.304,3106.329,2690.003,263.413,140.875,226.275,20.097,242.259,82.327
AWI,244.4,1493.3,155.2,1128.4,364.9,4509.8082,93.97,47.992,7.6034,559.9,2.5,45.3,115.1,1038.1,570.9,68.5,238.2,310.3,35.7,89.2,214.5
SBH,1163.553,2098.446,456.079,2158.769,-60.323,1738.0353,18.25,116.725,-0.5168,319.628,30.05,71.495,104.539,3876.411,1965.869,952.907,457.791,565.191,95.358,707.474,271.623
IPGP,1896.634,2730.436,191.904,327.993,2402.443,7682.3541,144.92,53.011,45.3062,623.88,5.96,680.07,248.124,1314.581,619.882,380.79,290.87,387.138,,1704.73,180.234
CPRX,111.364,112.376,24.099,24.746,87.63,387.7388,3.75,103.397,0.8475,1.003,0.076,89.512,10.537,102.306,14.705,1.957,31.823,31.877,0,87.265,31.875
ATHX,37.171,41.666,12.837,,23.271,196.5442,1.23,159.792,0.1456,3.582,0.083,35.041,0.962,5.633,50.423,0,-45.488,-44.79,,24.334,-44.582
EBS,686.2,2327.3,216.3,1238.8,1088.5,2789.215,53.95,51.7,21.0542,567,1.834,167.8,275.3,1106,353.1,222.5,169.6,277.8,38.4,469.9,54.5
CTT,,663.865,,470.662,193.203,562.1218,11.47,49.008,3.9308,,0.026,11.487,10.327,17.442,87.932,0,-83.793,-83.79,18.616,,-93.321
AIMC,667.3,4283.7,339.7,2361.4,1922.3,2325.5148,36.21,64.223,29.9316,391,9.2,167.3,248.4,1834.1,1049.4,222.5,238.9,367.3,73.8,327.6,127.2
TAST,39.785,1751.46,149.325,1441.998,309.462,359.8955,7.05,51.049,6.0621,1196.594,31.5,2.974,13.729,1462.765,1251.758,13.334,-10.654,64.02,27.856,-109.54,-31.919
III,99.801,218.755,41.251,129.081,89.674,120.1193,2.53,47.478,1.8887,12.586,1.287,18.153,77.076,265.763,153.179,0,14.729,21.437,6.267,58.55,3.341
CLNE,293.792,777.085,162.562,234.056,543.029,479.0518,2.34,204.723,2.6055,352.539,0.412,49.207,147.113,344.065,212.107,29.874,8.889,58.514,7.574,131.23,20.421
AVAV,503.927,584.954,66.953,75.053,509.901,1450.0966,61.74,24.064,21.1894,30.487,0.828,255.142,149.497,367.296,204.306,45.535,46.662,56.55,,436.974,41.074
NCMI,254.3,1130,119.5,1251.2,-121.2,565.478,7.29,77.569,-4.8924,54.7,0.531,55.9,177.4,444.8,134.5,0,161.7,202,58,134.8,36.1
SMCI,1421.771,1682.594,605.969,741.418,941.176,966.6486,24.02,49.956,18.8369,207.337,3.67,248.164,476.674,3500.36,2980.636,670.188,154.15,178.352,6.69,815.802,71.918
EIG,,4004.1,,2838.3,1165.8,,41.75,31.355,37.1807,37.8,0.704,154.9,855,835.9,632.5,0,194.4,203.4,0.6,,157.1
PRTS,62.373,87.946,59.946,75.566,12.38,79.5674,2.2,36.167,0.2312,23.205,0.843,2.273,2.669,280.657,196.434,52.5,-5.976,0.376,1.897,2.427,-31.548
ESGR,,19363.315,,14068.173,4856.351,4449.9723,206.86,21.512,201.3845,46.747,1.444,703.085,3405.725,2573.111,1178.617,0,921.408,956.991,52.541,,938.089
ARAY,344.075,438.181,192.181,388.31,49.871,342.5801,2.82,88.522,0.5634,17.122,0.947,76.798,112.246,418.785,247.868,120.823,4.281,12.547,15.084,151.894,-16.43
IBKR,,71676,,63736,7940,,46.62,76.75,18.9186,180,1.643,2882,36073,2580,568,1916,1800,1831,643,,161
ESSA,,1799.427,,1609.919,189.508,185.8908,16.95,11.321,16.7395,14.335,0.262,48.426,1328.653,75.916,22.825,0.24,23.48,24.873,,,12.623
UFS,1518,4903,766,2527,2376,2175.1294,38.24,56.881,41.7714,2648,10,61,638,5220,4225,786,266,559,55,752,84
TFSL,,14542.356,,12845.602,1696.754,5044.9333,19.68,279.963,6.0606,61.577,,31.728,13195.745,502.551,206.666,5.829,142.512,165.462,,,80.237
CARE,,4006.108,,3532.997,473.111,624.6425,23.72,26.334,17.9658,87.142,0.977,41.386,2846.004,175.802,50.177,38.038,55.626,60.961,,,26.575
BR,1042.3,3880.7,802.6,2753.2,1127.5,14593.824,123.54,114.3,9.8644,189,11,273.1,664,4362.2,2959.4,21.1,652.7,825.3,45.9,239.7,482.1
GLRE,,1355.193,,878.01,477.183,,10.11,36.994,12.8989,0.3,0.04,25.813,279.018,491.397,505.571,0,-43.996,-43.975,6.263,,-3.986
FRBA,,2011.587,,1785.194,226.393,226.072,11.05,20.459,11.0657,20.081,0.221,16.751,1706.329,88.165,29.788,1.363,31.009,32.696,,,13.445
CNK,634.99,5828.017,708.8,4379.695,1448.322,3965.5952,33.85,117.152,12.256,3118.327,32.5,488.313,87.804,3283.099,2614.591,21.686,407.396,668.508,128.565,-73.81,191.386
CAI,499.128,2901.765,287.406,2208.525,693.24,506.5414,28.98,17.479,33.719,1826.935,0.218,46.464,159.68,416.54,121.242,0,130.282,244.209,79.158,211.722,31.011
TTGT,87.431,221.608,16.403,68.657,152.951,734.5323,26.1,28.143,5.4348,38.756,0.649,52.487,27.102,133.957,31.562,0,22.739,27.738,0.9,71.028,16.875
PODD,591,1142.9,157.7,1067,75.9,10731.672,171.2,62.685,1.2108,415.5,1.35,213.7,82.8,738.2,232.7,101,50,77.9,45.1,433.3,11.6
INFN,942.831,1628.338,715.319,1241.803,386.535,1438.204,7.94,181.134,2.134,218.874,3.261,109.201,349.645,1298.865,820.279,340.429,-202.846,-83.065,31.657,227.512,-386.618
JAZZ,1630.268,5538.897,364.49,2427.916,3110.981,8380.7285,149.28,56.141,55.4137,270.891,1.62,637.344,355.987,2161.761,112.588,78.608,642.349,1012.505,72.261,1265.778,523.367
LLNW,62.813,209.369,28.628,42.832,166.537,482.9414,4.08,118.368,1.4069,58.978,0.61,18.335,37.626,200.634,99.897,0,-15.725,4.34,0.076,34.185,-16.044
CDXC,33.518,40.247,15.063,19.802,20.445,256.7122,4.31,59.562,0.3433,4.656,0.11,18.812,2.175,46.291,19.514,11.535,-29.067,-28.059,0.847,18.455,-32.147
DFS,,113996,,102137,11859,26307.5167,84.82,310.157,36.4203,1057,17.2,6924,93555,13989,9047,0,4778,4942,943,,2957
AMC,673.1,13675.8,1933.2,12461.6,1214.2,751.874,7.24,103.85,11.6919,7445.2,38.872,265,265.9,5471,4663.5,37.5,235.8,654.5,340.8,-1260.1,-149.1
TIPT,,2198.286,,1786.871,411.415,,8.14,34.563,11.517,122.128,1.009,133.117,845.15,765.13,653.045,98.72,49.841,63.11,27.059,,18.361
PRO,385.945,513.307,196.134,348.311,164.996,2554.3896,59.92,42.63,3.8704,41.344,1.413,306.077,65.074,250.334,87.183,0,-52.517,-38.647,14.765,189.811,-69.081
SCOR,153.983,723.695,190.237,464.721,258.974,346.1211,4.94,70.065,3.6962,68.382,1.3,46.59,71.853,388.645,186.844,0,-62.724,-19.87,26.426,-36.254,-338.996
MASI,996.062,1396.128,172.219,228.254,1167.874,8487.1898,158.06,53.696,21.7497,239.063,1.6,567.687,166.841,937.837,285.178,115.871,221.216,244.703,0.328,823.843,196.216
DHX,33.072,278.321,74.103,117.126,161.195,162.2932,3.01,53.918,2.9896,40.064,0.559,5.381,23.511,149.37,16.237,0,19.262,29.005,0.703,-41.031,12.551
ALSN,686,4450,417,3669,781,5711.424,48.32,118.2,6.6074,616,3.7,192,253,2698,1137,199,887,1054,134,269,604
G,1551.676,4454.184,910.211,2765.013,1689.171,8017.2761,42.17,190.118,8.8849,618.373,96.5,467.096,933.425,3520.543,2208.937,0,406.694,535.024,50.779,641.465,304.881
LULU,1807.938,3281.354,620.418,1329.136,1952.218,31204.2471,231.67,130.349,14.9769,1361.357,19,1093.505,40.219,3979.296,1593.977,518.513,889.11,1051.043,,1187.52,645.596
RILY,,2318.178,,1923.311,390.251,679.155,25.18,26.972,13.3716,60.536,0.982,104.268,1116.453,652.112,79.495,451.551,168.92,187.968,50.205,,81.611
VMW,6691,26294,10324,19285,7009,61845.5504,151.79,417.706,16.7797,2166,31,2915,3366,10811,1265,0,1930,2464,149,-3633,6412
TDC,1014,2057,886,1795,262,2968.793,26.77,110.9,2.3625,401,8.535,,421,1899,803,31,61,211,26,128,-20
MSCI,2081.777,4204.439,900.786,4281.153,-76.714,21892.3731,258.18,84.795,-0.9047,257.114,3.396,1506.567,499.268,1557.796,294.961,0,755.701,835.11,148.041,1180.991,563.648
LPLA,,5880.238,,4856.365,1023.873,7401.5865,92.25,80.234,12.7611,635.521,4.343,590.209,1369.857,5624.856,4585.751,46.447,877.992,1039.105,130.001,,559.88
ROIC,,2913.757,,1621.929,1291.828,2057.3194,17.66,116.496,10.1235,,0.073,3.8,58.821,295.04,174.064,0,103.145,,61.687,,48.844
TGH,421.333,5202.617,299.845,3916.972,1285.645,608.5208,10.71,56.818,22.1651,4168.555,0.17,180.552,174.543,707.481,191.025,53.214,213.849,476.312,166.681,121.488,56.724
CVI,1291,3905,596,2237,1668,4064.4683,40.43,100.531,13.8564,2384,1.486,652,186,6364,5384,390,576,863,102,695,380
PZN,,199.452,,91.242,108.21,155.2376,8.62,18.009,1.746,19.407,0.115,52.48,35.504,150.746,81.343,9.1,68.364,69.403,0.048,,8.462
ULTA,2055.317,4863.872,1137.261,2961.778,1902.094,15166.1172,253.14,56.609,33.6006,2743.089,44,392.325,139.337,7398.068,4421.405,1293.701,901.094,1196.693,,918.056,705.945
APEI,222.909,354.897,45.278,58.164,296.733,415.7254,27.39,15.178,19.5502,90.153,2.88,202.74,13.082,286.27,111.916,0,24.862,40.458,,177.631,10.013
ENSG,411.081,2361.909,343.173,1705.765,656.144,2426.7052,45.37,53.487,12.231,1814.466,24.5,59.175,308.985,2036.524,1744.919,0,130.419,181.473,15.662,67.908,110.534
LL,359.113,596.009,238.106,434.759,161.25,280.5358,9.77,28.714,5.6157,220.529,2.2,8.993,27.625,1092.602,671.451,286.369,20.191,37.656,,121.007,9.663
SCU,,1397.239,,1031.778,215.461,470.3985,22.1,21.285,-10.5995,150.65,0.39,240.938,230.75,597.346,549.856,0,47.49,,24.9,,7.054
UIHC,,2467.218,,1943.353,523.865,542.5831,12.61,43.028,11.6933,33.063,0.363,215.469,642.605,825.116,782.071,0,-22.944,-11.284,9.781,,-29.872
NFBK,,5055.302,,4359.449,695.853,834.008,16.96,49.175,14.1505,65.163,0.38,15.409,3408.378,179.951,53.38,0,69.405,73.239,,,40.235
CIM,,27118.671,,23165.378,3953.293,3849.3666,20.56,187.226,16.1478,,0.039,109.878,14855.463,1791.104,127.506,0,1663.598,1663.598,1118.54,,413.551
TITN,727.546,975.343,494.163,630.239,345.104,272.7104,14.78,22.335,15.4513,233.843,1.73,43.721,72.776,1305.171,1027.753,597.394,25.096,51.696,9.806,233.383,13.953
LRN,529.656,819.606,155.587,186.241,633.365,1223.6984,20.35,40.24,15.7397,31.98,4.55,283.121,191.639,1015.752,626.137,29.946,45.486,98.386,,374.069,37.209
ACBI,,2910.379,,2583.884,326.495,399.1309,18.35,21.751,15.0106,22.536,0.204,45.249,1854.989,116.572,27.695,0.648,48.349,48.349,,,49.855
FOR,,1455.7,,646.8,808.9,877.3852,20.85,47.997,16.8406,2.4,0.078,382.8,4.3,428.3,362.4,1034,36.7,37,,,33
SATS,2836.214,7154.298,496.019,3408.745,3745.553,4235.4581,43.31,97.794,37.5259,2642.78,2.3,1519.431,207.312,1886.081,787.355,79.621,108.178,598.943,201.492,2340.195,-62.917
EBSB,,6343.694,,5617.107,726.587,1025.8758,20.09,51.064,14.2289,65.841,0.546,406.382,5697.54,279.364,90.604,2.455,109.068,112.795,,,66.996
CSII,180.075,218.577,42.345,70.633,147.944,1499.7596,48.59,34.935,4.2348,27.324,0.731,74.237,36.015,248.017,44.234,18.058,-0.825,2.621,1.684,137.73,-0.255
AWK,1285,21327,2045,15206,6121,22212.8771,122.85,180.813,33.8527,16980,6.8,60,466,3610,1810,44,1218,1800,395,-760,621
V,20970,72574,13415,37890,34684,372545.0203,187.9,2161,13.5224,2695,19.5,7838,4720,22977,6920,0,15401,16057,533,7555,12080
CFX,1404.245,7386.832,857.314,3897.204,3489.628,4294.9864,36.38,118.059,29.1501,664.561,15,109.632,566.339,3327.458,1841.85,571.558,357.059,568.428,121.901,546.931,-527.646
FN,1023.835,1255.318,313.048,392.219,863.099,1829.9421,64.84,36.842,23.427,210.686,11.67,180.839,273.049,1584.335,1375.861,293.612,124.999,154.943,5.381,710.787,120.955
HCCI,152.757,471.314,90.444,205.683,265.631,727.5017,31.37,23.191,11.4267,268.668,1.392,60.694,55.586,444.427,349.603,29.373,26.351,44.6,1.669,62.313,8.363
PM,20514,42875,18833,52474,-9599,132391.1056,85.09,1555.895,-7.4407,7397,73.5,6861,3717,29805,9615,9235,11566,12530,796,1681,7185
HI,1023.2,2228.6,589.3,1458.8,769.8,1936.176,33.31,62.7,12.0271,140.3,6.5,399,398.5,1807.3,1159.7,176.6,238.2,293.9,27.4,433.9,121.4
CCXI,174.362,209.083,59.08,143.083,66,2382.2943,39.55,60.235,1.0957,3.858,0.082,39.179,0.176,36.128,93.881,0,-58.303,-57.753,2.149,115.282,-55.489
ZGNX,287.239,414.25,95.389,169.191,245.059,2360.0294,52.13,45.272,5.413,17.198,0.141,62.07,0.6,3.648,175.163,0,-172.783,-171.515,0.002,191.85,-419.503
SWI,319.899,5310.742,423.013,2661.22,2649.522,5718.7795,18.55,308.29,8.5943,128.77,3.251,173.372,123.047,932.525,65.576,0,143.371,403.013,108.071,-103.114,18.642
ERII,112.967,188.774,27.83,52.761,136.013,541.015,9.79,55.262,2.4612,30.038,0.188,26.387,13.48,86.942,16.515,10.317,10.364,14.759,0,85.137,10.913
KKR,,60899.319,,30396.945,30502.374,16335.4334,29.17,560.008,18.6828,969.369,1.384,3163.154,1051.505,9143.111,2859.331,0,6234.68,6283.78,1043.551,,2005.049
VRS,599,1721,293,708,1013,625.7131,18.03,34.704,29.1897,959,3.7,42,155,2444,2138,395,95,202,4,306,96
NX,190.326,645.11,109.754,314.923,330.187,636.9944,17.08,33.022,9.999,193.6,3.632,30.868,82.946,893.841,694.42,67.159,53.077,102.663,9.643,80.572,-46.73
CDNA,71.922,151.736,34.828,52.736,99,916.6819,21.57,42.498,2.3295,9.16,0.386,38.223,24.057,127.068,145.363,6.014,-23.518,-18.295,,37.094,-21.968
FLDM,96.096,264.812,32.821,111.2,153.612,243.4469,3.48,69.956,2.1958,12.916,0.566,21.661,18.981,117.243,37.159,13.884,-51.396,-35.591,4.279,63.275,-64.79
CDXS,114.205,149.073,15.388,43.556,105.517,941.4432,15.99,58.877,1.7922,30.387,0.161,90.498,20.155,68.458,79.437,0.371,-12.549,-10.979,,98.817,-11.935
IPI,145.343,578.439,87.445,143.783,434.656,351.0913,2.71,129.554,3.355,378.509,0.445,20.603,24.996,220.075,144.321,94.22,17.58,51.649,3.211,57.898,13.631
AGNC,,113082,,102041,11041,9563.112,17.68,540.9,18.6319,0,0.051,831,10181,3230,83,0,3147,3147,2149,,688
ECHO,336.193,826.666,230.409,443.354,383.312,542.961,20.7,26.23,14.6135,78.258,2.539,34.626,289.462,2184.977,1798.944,0,35.567,73.954,11.928,105.784,14.846
HCI,,802.609,,617.066,185.543,354.4723,45.65,7.765,23.8948,15.182,0.413,229.218,165.069,241.381,150.011,0,48.055,50.213,13.358,,26.576
MRC,1218,2325,486,1328,997,1110.4051,13.64,81.408,7.7879,324,3.2,32,459,3662,2946,701,120,183,40,732,39
IOVA,316.493,344.655,39.084,45.684,298.971,3499.0842,27.68,126.412,2.229,19.231,0.148,13.969,0,0,0,0,-206.872,-205.703,0,277.409,-197.556
LOPE,208.344,1690.289,95.23,246.856,1443.433,4607.978,95.79,48.105,30.0059,147.504,4.35,122.272,56.136,778.643,295.717,0,269.097,295.713,11.311,113.114,259.175
SB,135.989,1114.643,86.784,624.701,472.742,177.2267,1.7,104.251,4.5341,964,0.007,78.938,16.075,206.682,91.205,9.265,44.528,94.838,29.488,49.205,16.038
HBCP,,2200.465,,1884.136,316.329,362.5859,39.19,9.252,34.1903,51.025,,39.847,1696.493,115.423,19.226,11.146,47.678,50.664,,,27.932
IVR,,22346.545,,19414.646,2931.899,2401.8624,16.65,144.256,16.2863,0,0,172.507,169.253,784.535,46.174,0,738.361,738.361,472.32,,364.101
MG,179.155,719.878,109.24,433.856,286.022,413.0452,14.27,28.945,9.8747,144.424,5.5,15.016,135.997,748.586,509.489,13.413,28.898,67.431,13.698,69.915,6.06
BKI,255.5,3962.8,260.8,2064.3,1898.5,9652.527,64.48,149.698,12.6822,203.3,4.9,15.4,194.8,1177.2,688.9,0,295,488.3,63.5,-5.3,108.8
ATVI,7292,19845,2915,7040,12805,45679.7192,59.42,768.76,16.6567,485,9.2,5794,848,6489,1527,32,1744,2313,90,4377,1503
TREE,189.426,947.969,230.706,545.643,402.326,3955.6438,303.44,13.036,30.8627,56.863,1.107,60.243,119.987,1106.603,68.379,0,78.167,144.406,20.271,-41.28,17.828
JBT,708.2,1914.9,474.5,1345.4,569.5,3567.6042,112.66,31.667,17.984,296.3,6.4,39.5,363.3,1945.7,1282,245,226.4,292,18.8,233.7,129
RXN,1264.3,3627.1,455.5,2313.4,1313.7,2714.0297,32.62,119.719,10.9506,449.9,6.8,573.4,338.1,2068.3,1199.1,317.5,352.3,436.4,58.6,808.8,180.1
BERY,3757,16469,2039,14851,1618,5195.421,47.49,132.3,12.2298,4714,48,750,1526,8878,6840,1324,842,1455,339,1718,404
