gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,act,at,bkvlps,ceq,ch,cogs,csho,ebit,ebitda,emp,invt,lct,lt,ni,ppent,rect,sale,teq,wcap,xint,costat,prcc_c,mkvalt,ggroup,gind,gsector,gsubind,naics,sic
011670,20190930,2019,INDL,C,D,STD,SPB,USD,1659.9000,5230.5000,34.8012,1698.3000,627.1000,2310.9000,48.8000,311.8000,492.6000,13.0000,548.4000,1141.9000,3524.2000,471.9000,452.9000,430.9000,3802.1000,1706.3000,518.0000,157.7000,A,64.2900,2572.7360,3030,303010,30,30301010,332510,3420
011672,20200131,2019,INDL,C,D,STD,TJX,USD,8890.6220,24145.0030,4.9606,5948.2120,3216.7520,28978.4770,1199.1000,4416.2090,5283.5120,286.0000,4872.5920,7150.2470,18196.7910,3272.1930,14385.3800,386.2610,41716.9770,5948.2120,1740.3750,61.4000,A,61.0600,70794.8640,2550,255040,25,25504010,448140,5651
011687,20191231,2019,INDL,C,D,STD,ZION,USD,,69172.0000,41.1191,6787.0000,705.0000,450.0000,165.0570,1198.0000,1386.0000,10.1880,137.0000,,61819.0000,816.0000,1360.0000,48214.0000,3245.0000,7353.0000,,,A,51.9200,8569.7594,4010,401010,40,40101015,522110,6020
011721,20190930,2019,INDL,C,D,STD,OSK,USD,3408.3000,5566.3000,38.2397,2599.8000,448.4000,6784.6000,67.9870,800.3000,913.9000,15.4000,1249.2000,1741.9000,2966.5000,579.4000,573.6000,1631.8000,8382.0000,2599.8000,1666.4000,54.4000,A,94.6500,5153.4146,2010,201060,20,20106010,336120,3711
011729,20191231,2019,INDL,C,D,STD,WTM,USD,,3983.2000,1024.0188,3261.5000,161.0000,119.0000,3.1850,412.4000,442.2000,1.2620,0.0000,,838.5000,414.5000,22.6000,94.4000,878.6000,3144.7000,,17.6000,A,1115.5100,,4030,403010,40,40301040,524126,6351
011745,20191231,2019,INDL,C,D,STD,QLYS,USD,395.6160,675.6080,9.8810,386.8030,87.5590,38.4130,39.1460,74.6920,105.8930,1.2890,0.0000,223.4670,288.8050,69.3360,101.1300,78.0340,321.6070,386.8030,172.1490,0.1060,A,83.3700,3263.6020,4510,451030,45,45103020,511210,7372
011756,20191231,2019,INDL,C,D,STD,ALEX,USD,,2084.3000,15.5615,1125.1000,15.2000,340.9000,72.3000,41.3000,,0.7930,30.7000,,949.3000,-36.4000,,79.4000,444.2000,1128.7000,,34.1000,A,20.9600,1515.4080,6010,601010,60,60101010,5311,6798
011770,20191231,2019,INDL,C,D,STD,SF,USD,,24610.2250,48.3666,3304.7910,1142.5960,2779.3210,68.3280,681.2560,735.6400,8.2050,1362.6250,,20940.4350,448.3960,1107.9280,12280.2500,3514.9610,3669.7900,,82.1180,A,60.6500,4144.0932,4020,402030,40,40203020,523120,6211
011781,20191231,2019,INDL,C,D,STD,OVV,USD,1869.0000,21487.0000,7.6443,9930.0000,190.0000,3587.0000,1299.0000,748.0000,2800.0000,2.5710,0.0000,2432.0000,11557.0000,234.0000,16238.0000,1442.0000,6726.0000,9930.0000,-563.0000,392.0000,A,4.6900,6092.3100,1010,101020,10,10102020,2111,1311
011796,20191231,2019,INDL,C,D,STD,LCII,USD,670.7910,1862.5950,31.9681,800.6720,35.3590,1787.6380,25.0460,197.5190,272.8770,10.5000,393.6070,271.2580,1061.9230,146.5090,465.0830,199.9760,2371.4820,800.6720,399.5330,8.7960,A,107.1300,2683.1780,2510,251010,25,25101010,336211,3711
011811,20190630,2019,INDL,C,D,STD,JKHY,USD,569.4480,2184.8290,18.5615,1429.0130,93.6280,762.3970,76.9880,347.3440,507.9770,6.4020,0.0000,469.9620,755.8160,271.8850,272.4740,349.3430,1552.6910,1429.0130,99.4860,0.9260,A,145.6700,10310.2330,4510,451020,45,45102020,541512,7373
011842,20191231,2019,INDL,C,D,STD,ASB,USD,,32386.4780,23.2719,3665.4070,373.3800,352.9360,157.1710,546.9570,627.4860,4.6690,172.3810,,28464.3550,326.7900,437.4720,22620.0680,1553.4340,3922.1230,,,A,22.0400,3464.0488,4010,401010,40,40101015,522110,6020
011854,20191231,2019,INDL,C,D,STD,NMIH,USD,,1364.8180,13.6110,930.4200,41.0890,132.0770,68.3580,237.3950,246.6940,0.3210,0.0000,,434.3980,171.9570,32.4960,57.8550,378.7710,930.4200,,12.0850,A,33.1800,,4010,401020,40,40102010,524126,6351
011856,20191231,2019,INDL,C,D,STD,TFC,USD,,473078.0000,45.6300,61282.0000,4084.0000,2711.0000,1342.1660,5721.0000,6351.0000,59.0000,8496.0000,,406520.0000,3224.0000,5535.0000,298293.0000,14682.0000,66558.0000,,,A,56.3200,75590.7891,4010,401010,40,40101015,522110,6020
011861,20191231,2019,INDL,C,D,STD,VLY,USD,,37436.0200,10.3382,4174.4970,256.2640,447.1700,403.2780,571.3310,642.7280,3.1740,85.5270,,33051.8320,309.7930,619.6620,29537.4490,1535.5200,4384.1880,,,A,11.4500,4617.5331,4010,401010,40,40101015,522110,6020
011896,20191231,2019,INDL,C,D,STD,FMBI,USD,,17850.3970,21.5582,2370.7930,214.8940,154.2840,109.9720,383.6340,410.4810,2.1220,20.4580,,15479.6040,199.7380,288.9960,12732.3080,861.6180,2370.7930,,,A,23.0600,2535.9543,4010,401010,40,40101015,522110,6020
011922,20190930,2019,INDL,C,D,STD,NGVC,USD,115.1800,327.1140,6.9851,156.9060,6.2140,664.0930,22.4630,16.7660,45.7430,3.6810,96.1790,83.2680,170.2080,9.4160,201.6350,5.0590,903.5820,156.9060,31.9120,5.2520,A,9.8700,224.4054,3010,301010,30,30101030,446191,5400
012035,20191231,2019,INDL,C,D,STD,RBB,USD,,2788.5350,20.3494,407.6180,182.3630,47.2510,20.0310,63.3650,70.1350,0.3550,108.4870,,2380.8450,39.2090,16.8130,2178.1180,160.0450,407.6900,,,A,21.1700,424.0563,4010,401010,40,40101015,522110,6020
012081,20191231,2019,INDL,C,D,STD,LAND,USD,,816.7870,7.5333,276.6160,13.6880,15.7430,20.9370,20.0740,21.6740,0.0000,0.0000,,537.8170,1.7410,0.0000,,41.4600,278.9700,,18.1640,A,12.9700,271.5529,6010,601010,60,60101080,531190,6798
012123,20200131,2019,INDL,C,D,STD,BIG,USD,1063.9490,3189.2810,21.6580,845.4640,52.7210,3208.4980,39.0370,201.8800,336.8610,34.0000,921.2660,870.8200,2343.8170,242.4640,2051.3990,0.0000,5323.1800,845.4640,193.1290,16.8270,A,28.7200,1056.3412,2550,255030,25,25503020,452319,5331
012124,20191231,2019,INDL,C,D,STD,MS,USD,,895429.0000,45.8157,73029.0000,49659.0000,29360.0000,1593.9740,21820.0000,24463.0000,60.4310,402390.0000,,812732.0000,9042.0000,3998.0000,293277.0000,53823.0000,82697.0000,,10519.0000,A,51.1200,81483.9509,4020,402030,40,40203020,523110,6211
012138,20191231,2019,INDL,C,D,STD,TROW,USD,,9330.4000,30.1942,7102.1000,1858.3000,3040.1000,235.2140,2387.0000,2577.8000,7.3650,1964.0000,,1107.3000,2131.3000,785.2000,678.4000,5617.9000,7102.1000,,0.0000,A,121.8400,28658.4738,4020,402030,40,40203010,523930,6282
012140,20191231,2019,INDL,C,D,STD,NNN,USD,,7434.8670,23.2197,3986.6750,1.1120,248.5190,171.6940,387.1680,,0.0700,0.0000,,3103.1850,299.1800,,35.9750,673.5990,4331.6820,,121.1220,A,53.6200,9206.2323,6010,601010,60,60101070,525990,6798
012141,20190630,2019,INDL,C,D,STD,MSFT,USD,175552.0000,286556.0000,13.3887,102330.0000,11356.0000,31310.0000,7643.0000,42959.0000,54559.0000,144.0000,2063.0000,69420.0000,184226.0000,39240.0000,43856.0000,29524.0000,125843.0000,102330.0000,106132.0000,2686.0000,A,157.7000,1023856.2800,4510,451030,45,45103020,511210,7372
012142,20200531,2019,INDL,C,D,STD,ORCL,USD,52140.0000,115438.0000,3.9367,12074.0000,37239.0000,6556.0000,3067.0000,14139.0000,17107.0000,135.0000,211.0000,17200.0000,102721.0000,10135.0000,8244.0000,6329.0000,39068.0000,12717.0000,34940.0000,1995.0000,A,52.9800,164912.5900,4510,451030,45,45103020,519130,7370
012151,20190630,2019,INDL,C,D,STD,COTY,USD,3272.7000,17665.4000,6.0817,4586.8000,340.4000,2914.6000,754.2000,596.2000,1332.2000,19.0000,1153.3000,3477.1000,12620.2000,-3784.2000,1600.6000,1161.2000,8648.5000,4593.4000,-204.4000,302.5000,A,11.2500,10106.2800,3030,303020,30,30302010,325620,2844
012181,20191231,2019,INDL,C,D,STD,RGEN,USD,641.8280,1400.1130,20.3496,1059.7680,528.3920,108.7180,52.0780,50.0740,70.9420,0.7610,54.8320,48.3130,340.3450,21.4110,74.1620,43.6720,270.2450,1059.7680,593.5150,9.2890,A,92.5000,4817.2150,3520,352030,35,35203010,325414,2836
012262,20191231,2019,INDL,C,D,STD,ASTE,USD,506.3040,800.4980,26.6928,601.9490,48.8570,871.7300,22.5510,40.8900,66.7350,3.8660,294.5360,172.7670,198.0110,22.3060,194.2160,124.8470,1149.6130,602.4870,333.5370,1.3670,A,42.0000,947.1420,2010,201060,20,20106010,333120,3531
012266,20191231,2019,INDL,C,D,STD,WERN,USD,466.3340,2143.8640,16.0446,1111.0080,26.4180,2006.3450,69.2450,207.8290,457.3560,12.7360,9.2430,308.8400,1032.8560,166.9440,1537.6520,386.6620,2463.7010,1111.0080,157.4940,6.8540,A,36.3900,2519.8256,2030,203040,20,20304020,484121,4213
012379,20200430,2019,INDL,C,D,STD,AMWD,USD,325.1720,1622.8060,41.3858,700.5380,97.0590,1227.0470,16.9270,132.4830,226.5830,9.9000,111.8360,155.6060,922.2680,74.8610,345.4580,106.3440,1650.3330,700.5380,169.5660,29.0270,A,104.5100,870.2171,2010,201020,20,20102010,337110,2430
012389,20191231,2019,INDL,C,D,STD,HOG,USD,4202.8230,10528.1590,11.8320,1803.9990,833.8680,2987.8260,152.4680,808.7340,1041.2710,5.6000,603.5710,3196.7720,8724.1600,423.6350,909.0000,2531.8560,5361.7890,1803.9990,1006.0510,241.5160,A,37.1900,5670.2849,2510,251020,25,25102020,336991,3751
012392,20191231,2019,INDL,C,D,STD,SKYW,USD,760.3460,6657.1290,43.2211,2175.0140,87.2060,2069.7380,50.3230,534.1270,902.2250,13.7000,110.5030,924.6760,4482.1150,340.0990,5730.6900,94.1180,2971.9630,2175.0140,-164.3300,129.3550,A,64.6300,3252.3755,2030,203020,20,20302010,481111,4512
012395,20191031,2019,INDL,C,D,STD,TOL,USD,,10828.1380,35.9861,5071.8160,1286.0140,5873.8410,140.9380,763.3330,830.9330,5.1000,8091.8250,,5709.4450,590.0070,640.4840,235.8170,7439.3220,5118.6930,,178.0350,A,39.5100,5605.1043,2520,252010,25,25201030,236117,1531
012428,20191231,2019,INDL,C,D,STD,POR,USD,500.0000,8394.0000,28.9863,2591.0000,30.0000,1361.0000,89.3870,353.0000,762.0000,2.9490,96.0000,519.0000,5803.0000,214.0000,7212.0000,253.0000,2123.0000,2591.0000,-19.0000,133.0000,A,55.7900,4986.9007,5510,551010,55,55101010,2211,4911
012433,20190930,2019,INDL,C,D,STD,VIVO,USD,144.7610,325.4780,4.4710,190.9670,62.3970,72.7250,42.7120,38.9310,48.8950,0.6600,39.6170,20.9140,134.5110,24.3820,30.5670,35.6080,201.0140,190.9670,123.8470,1.9450,A,9.7700,405.3369,3510,351010,35,35101020,325413,2835
012441,20191231,2019,INDL,C,D,STD,IT,USD,2018.7410,7151.2940,10.5273,938.5930,280.8360,1550.5680,89.1580,379.5500,591.3290,16.7240,0.0000,2856.5340,6212.7010,233.2900,1047.4950,1347.3620,4245.3210,938.5930,-837.7930,102.8310,A,154.1000,13739.2478,4510,451020,45,45102010,541910,8700
012445,20191231,2019,INDL,C,D,STD,WTS,USD,734.9000,1723.1000,28.8785,978.0000,219.7000,876.4000,33.8660,205.4000,252.0000,4.8000,270.1000,419.3000,745.1000,131.5000,239.1000,219.8000,1600.5000,978.0000,315.6000,14.1000,A,99.7600,3378.4722,2010,201060,20,20106020,332919,3490
012459,20191231,2019,INDL,C,D,STD,NVR,USD,,3809.8150,644.4382,2341.2440,1140.5850,5829.0440,3.6330,1051.1750,1071.9930,5.7000,2253.2640,,1468.5710,878.5390,135.2580,18.2780,7428.4420,2341.2440,,26.4630,A,3808.4100,13835.9535,2520,252010,25,25201030,236117,1531
012471,20191231,2019,INDL,C,D,STD,INT,USD,4170.1000,5992.4000,28.9939,1890.4000,186.1000,35619.6000,65.2000,319.4000,406.8000,5.5000,593.2000,3162.4000,4098.5000,178.9000,514.6000,2891.9000,36819.0000,1893.9000,1007.7000,80.1000,A,43.4200,2830.9840,1010,101020,10,10102030,424720,5172
012482,20190930,2019,INDL,C,D,STD,CLFD,USD,42.5070,81.8880,5.4928,74.9330,10.0820,50.1660,13.6420,5.1890,7.3670,0.2400,9.0130,6.6070,6.9550,4.5660,5.4130,9.1190,85.0340,74.9330,35.9000,0.0000,A,13.9400,161.6577,4520,452010,45,45201020,334419,3679
012485,20191231,2019,INDL,C,D,STD,ATUS,USD,1381.3560,34108.1220,3.5861,2269.9640,701.8980,3300.5280,632.9950,1896.7890,4159.9330,10.7000,0.0000,1978.4790,31720.3090,138.9360,6033.7410,463.8920,9760.8590,2387.8130,-597.1230,1590.4610,A,27.3400,17306.0833,5020,502010,50,50201030,515210,4841
012540,20191130,2019,INDL,C,D,STD,ADBE,USD,6494.9250,20762.4000,21.8314,10530.1550,2650.2210,1272.5640,482.3390,3268.1210,3843.5210,22.6340,0.0000,8190.9380,10232.2450,2951.4580,1293.0150,1534.8090,11171.2970,10530.1550,-1696.0130,157.2140,A,329.8100,149298.3907,4510,451030,45,45103010,518210,7370
012544,20191231,2019,INDL,C,D,STD,JOE,USD,,909.2330,8.7439,519.5210,185.7160,85.4750,59.4150,31.3230,41.6100,0.0550,1.3840,,379.5630,26.7750,450.4850,24.4930,127.0850,529.6700,,12.9020,A,19.8300,,6010,601020,60,60102010,721110,7011
012568,20190930,2019,INDL,C,D,STD,DJCO,USD,212.9480,237.3760,99.7104,137.7000,10.6300,36.7580,1.3810,-4.8240,-4.2350,0.3850,0.0400,30.6680,99.6760,-25.2160,10.7960,7.1890,48.6550,137.7000,182.2800,0.9550,A,290.4200,341.8804,5020,502010,50,50201040,511210,7372
012589,20191231,2019,INDL,C,D,STD,EHC,USD,755.8000,6080.7000,13.7150,1352.2000,94.8000,3446.8000,98.5930,695.9000,914.6000,43.4100,0.0000,721.0000,4148.0000,358.7000,2235.8000,506.1000,4605.0000,1693.1000,34.8000,168.0000,A,69.2700,6829.5371,3510,351020,35,35102020,622310,8060
012603,20191231,2019,INDL,C,D,STD,CNO,USD,,33630.9000,31.5834,4677.0000,580.0000,3297.9000,148.0840,450.0000,717.9000,3.3000,0.0000,,28953.9000,409.4000,66.5000,7870.8000,4015.8000,4677.0000,,152.3000,A,18.1300,2684.7629,4030,403010,40,40301020,524114,6321
012615,20191231,2019,INDL,C,D,STD,MHO,USD,,2105.5940,35.3511,1003.4770,,2002.7770,28.3860,187.7280,195.1750,1.4010,1924.7510,,1102.1170,127.5870,40.5330,16.0830,2500.2900,1003.4770,,51.6280,A,39.3500,1116.9891,2520,252010,25,25201030,236117,1531
012625,20191231,2019,INDL,C,D,STD,MRTN,USD,154.1660,796.5860,10.9242,597.5890,31.4610,680.3160,54.7030,67.8180,162.9550,4.0870,0.0000,76.3260,198.9970,61.0710,641.5720,103.4960,843.2710,597.5890,77.8400,0.0000,A,21.4900,1175.5675,2030,203040,20,20304020,484230,4213
012635,20191231,2019,INDL,C,D,STD,FISV,USD,17046.0000,77539.0000,48.5057,32979.0000,893.0000,3763.0000,679.9000,1671.0000,3217.0000,44.0000,0.0000,15727.0000,42682.0000,893.0000,2290.0000,2782.0000,10187.0000,34595.0000,1319.0000,267.0000,A,115.6300,78616.8370,4510,451020,45,45102020,518210,7374
012689,20191130,2019,INDL,C,D,STD,KBH,USD,,5015.4820,26.5953,2383.1220,454.8580,3681.7700,89.6070,342.1360,369.2940,2.1400,3704.6020,,2632.3600,268.7750,65.0430,271.8870,4552.7470,2383.1220,,143.4120,A,34.2700,3098.6101,2520,252010,25,25201030,236117,1531
012711,20190930,2019,INDL,C,D,STD,CVM,USD,9.8150,27.6230,0.1457,5.1340,8.4450,20.0250,35.2320,-20.1950,-19.5620,,0.7820,3.0200,22.4890,-22.1350,15.8260,0.0630,0.4630,5.1340,6.7950,1.7970,A,9.1500,314.9741,3520,352010,35,35201010,325414,2836
012713,20191231,2019,INDL,C,D,STD,ABEO,USD,132.3900,223.3820,2.1338,178.4300,129.2580,0.0000,83.6220,-77.0900,-69.2710,0.0880,0.0000,38.7010,44.9520,-76.2820,21.2040,0.0000,0.0000,178.4300,93.6890,,A,3.2700,273.4439,3520,352010,35,35201010,325414,2836
012719,20191231,2019,INDL,C,D,STD,APYX,USD,76.7330,84.7450,2.0854,71.2590,58.8120,8.3870,34.1700,-20.8690,-20.1150,0.2660,5.0680,12.3110,13.4860,-19.7060,7.6210,9.2200,28.2350,71.2590,64.4220,0.0080,A,8.4600,289.0782,3510,351010,35,35101010,334510,3845
012726,20191231,2019,INDL,C,D,STD,UNM,USD,,67013.4000,49.1039,9965.0000,84.1000,10294.9000,202.9370,1587.5000,1704.7000,10.3000,0.0000,,57048.4000,1100.3000,642.7000,13253.1000,11999.6000,9965.0000,,177.4000,A,29.1600,5917.6429,4030,403010,40,40301020,524114,6321
012785,20191231,2019,INDL,C,D,STD,PPC,USD,2598.2360,7102.3640,10.1200,2525.6630,260.5680,10051.5950,249.5720,690.4840,977.7140,58.5000,1383.5350,1648.1550,4566.3040,455.9240,2893.5740,802.4290,11409.2190,2536.0600,950.0810,132.6300,A,32.7150,8164.7480,3020,302020,30,30202030,311615,2015
012796,20191231,2019,INDL,C,D,STD,CLGX,USD,446.5490,4158.6570,12.0449,951.2100,105.1850,917.0490,78.9720,219.1480,369.9480,5.1000,0.0000,656.3140,3207.4470,49.3800,516.8460,282.8690,1762.2350,951.2100,-209.7650,78.2930,A,43.7100,,2020,202020,20,20202020,518210,7374
012825,20190930,2019,INDL,C,D,STD,JJSF,USD,506.3570,1019.3390,44.1255,833.7510,192.3950,787.5410,18.8950,116.9560,165.5010,4.6000,116.1650,121.2340,185.5880,94.8190,253.4480,140.9380,1186.4870,833.7510,385.1230,,A,184.2700,3627.8400,3020,302020,30,30202030,311812,2050
012840,20191231,2019,INDL,C,D,STD,HTLD,USD,151.8140,898.9310,8.3466,684.6590,76.6840,433.1690,82.0280,63.4340,163.6460,4.0500,0.0000,63.4070,214.2720,72.9670,526.2870,57.0760,596.8150,684.6590,88.4070,1.0520,A,21.0500,1726.6894,2030,203040,20,20304020,484121,4213
012850,20191231,2019,INDL,C,D,STD,CERN,USD,2096.6240,6894.6220,13.8861,4317.3280,441.8430,697.8580,310.9110,858.0190,1546.4330,27.4000,23.1820,1027.4480,2577.2940,529.4540,1981.9270,1139.5950,5692.5980,4317.3280,1069.1760,14.4690,A,73.3900,22817.7583,3510,351030,35,35103010,541512,7373
012874,20191231,2019,INDL,C,D,STD,ICAD,USD,29.1960,41.7480,0.2619,5.0710,15.3130,6.7160,19.3600,-6.3970,-5.7240,0.1380,2.6110,18.8360,36.6770,-13.5510,2.9570,9.8330,31.3400,5.0710,10.3600,0.7840,A,7.7700,150.4272,3510,351030,35,35103010,334510,3845
012909,20191231,2019,INDL,C,D,STD,MKL,USD,,37473.8150,802.5857,11070.8670,3072.8070,6846.6530,13.7940,2472.9780,2675.1700,18.6000,303.1000,,26217.8370,1790.4660,821.3170,7286.8140,9521.8230,11078.4160,,171.6870,A,1143.1700,,4030,403010,40,40301040,524126,6331
012915,20191231,2019,INDL,C,D,STD,OSUR,USD,224.5500,349.2950,4.9755,307.1450,75.7150,53.0790,61.7310,9.6350,16.5780,0.4720,23.1550,32.7130,42.1500,16.6560,37.2860,36.9480,154.6050,307.1450,191.8370,0.0360,A,8.0300,495.6999,3510,351010,35,35101020,325413,2835
012926,20191231,2019,INDL,C,D,STD,FRPH,USD,,538.1480,38.1876,374.8880,26.6070,12.1450,9.8170,5.7560,11.6110,0.0120,0.0000,,146.5030,16.1770,210.5670,1.1000,23.7560,391.6450,,3.9430,A,49.8100,488.9848,6010,601020,60,60102020,531120,6512
012945,20190930,2019,INDL,C,D,STD,PLXS,USD,1538.2910,2000.8830,29.8433,865.5760,223.7610,2820.3900,29.0040,143.7330,195.9390,19.0000,700.9380,865.5030,1135.3070,108.6160,384.2240,579.1250,3164.4340,865.5760,672.7880,12.8530,A,76.9400,1813.0400,4520,452030,45,45203020,334412,3672
012964,20191231,2019,INDL,C,D,STD,CDZI,USD,16.1170,76.7240,-2.8833,-82.1180,15.6820,0.0000,28.4810,-11.9890,-11.7240,0.0090,0.0000,4.8050,158.8420,-29.5280,50.0060,0.0490,0.4410,-82.1180,11.3120,17.0720,A,11.0200,313.8606,5510,551040,55,55104010,221310,4941
012972,20190930,2019,INDL,C,D,STD,IMKTA,USD,497.1030,1867.3280,32.7109,662.7230,42.1250,3165.5340,20.2600,148.1410,260.6610,27.0000,374.1290,247.5790,1204.6050,81.5800,1344.2670,72.9510,4202.0340,662.7230,249.5240,48.6760,A,47.5100,787.3036,3010,301010,30,30101030,445110,5411
013041,20191231,2019,INDL,C,D,STD,SNV,USD,,48203.2820,29.9307,4404.5450,535.8460,542.5550,147.1580,1132.0410,1132.0410,5.3890,14.3730,,43261.5920,563.7800,868.6560,36881.0480,2406.5380,4941.6900,,,A,39.2000,5768.5936,4010,401010,40,40101015,522110,6020
013071,20191231,2019,INDL,C,D,STD,RDNT,USD,243.2150,1646.9860,3.0148,151.6850,40.1650,795.3900,50.3140,73.8800,154.4870,8.4980,,327.4280,1413.8470,14.7560,812.2230,156.0050,1154.1790,233.1390,-84.2130,48.0440,A,20.3000,1021.3742,3510,351020,35,35102015,621512,8071
013092,20190930,2019,INDL,C,D,STD,JACK,USD,227.1280,958.4830,-30.2313,-737.5840,125.5360,605.2570,24.3980,219.9120,275.0930,5.2000,1.7760,157.9230,1696.0670,94.4370,391.9340,45.2350,950.1070,-737.5840,69.2050,59.6270,A,78.0300,2223.1458,2530,253010,25,25301040,722513,5812
013125,20191231,2019,INDL,C,D,STD,PEAK,USD,,14032.8910,12.0443,6085.0580,144.2320,1765.2960,505.2220,121.7530,,0.2040,0.0000,,7365.4170,45.5300,,334.6000,1988.7580,6667.4740,,255.7280,A,34.4700,,6010,601010,60,60101050,531120,6798
013142,20191231,2019,INDL,C,D,STD,CMO,USD,,11520.0010,8.6200,822.7870,,12.6910,94.6060,310.4280,,0.0140,0.0000,,10446.2680,-35.3380,,,323.1190,1073.7330,,253.8230,A,7.9200,,4020,402040,40,40204010,525990,6798
013200,20191031,2019,INDL,C,D,STD,PLAB,USD,427.5270,1118.6650,11.7371,769.8920,206.5300,345.9400,65.5950,52.1210,136.0000,1.7750,48.1550,151.9540,207.5730,29.7930,632.4410,158.5440,550.6600,911.0920,275.5730,1.4250,A,15.7600,774.0210,4530,453010,45,45301010,334413,3674
013323,20191031,2019,INDL,C,D,STD,SAFM,USD,581.1110,1774.1340,63.8477,1417.6750,95.4170,3039.5700,22.2040,61.1940,196.6140,17.0550,289.9280,215.6810,356.4590,53.2940,1185.8600,138.8350,3440.2580,1417.6750,365.4300,4.1560,A,176.2200,3437.4012,3020,302020,30,30202030,311615,2015
013341,20191231,2019,INDL,C,D,STD,PGR,USD,,54895.3000,22.5337,13179.3000,226.2000,33341.6000,584.6000,5350.0000,5656.1000,41.5710,0.0000,,40996.5000,3970.3000,1401.9000,11067.5000,38997.7000,13673.2000,,189.7000,A,72.3900,42319.1940,4030,403010,40,40301040,524126,6331
013342,20191231,2019,INDL,C,D,STD,RLI,USD,,3545.7210,22.1843,995.3880,46.2030,771.5430,44.8690,219.3620,227.5260,0.9050,0.0000,,2550.3330,191.6420,75.4560,559.4730,1003.5910,995.3880,,7.5880,A,90.0200,4039.1074,4030,403010,40,40301040,524126,6331
013354,20200229,2019,INDL,C,D,STD,VOXX,USD,217.8200,441.5710,15.7939,376.1790,37.4250,272.7600,23.8180,-19.2250,-6.8720,0.9120,99.1100,71.0220,93.3420,-26.4430,54.5670,70.4000,394.8890,348.2290,146.7980,3.5690,A,4.3800,88.3648,2520,252010,25,25201010,334310,3651
013421,20191231,2019,INDL,C,D,STD,CDNS,USD,1169.3430,3357.2250,7.5142,2102.8940,,162.1060,279.8550,509.3990,625.7780,8.0780,55.8020,672.3910,1254.3310,988.9790,376.1980,314.7550,2336.3190,2102.8940,496.9520,18.8290,A,69.3600,19410.7428,4510,451030,45,45103010,511210,7372
013431,20191231,2019,INDL,C,D,STD,BRY,USD,100.4320,1690.1980,12.2254,972.4480,0.0000,337.6420,79.5430,56.1750,162.1810,0.3550,13.9760,156.6280,717.7500,43.5390,1576.2670,71.8670,559.4050,972.4480,-56.1960,36.2340,A,9.4300,750.0905,1010,101020,10,10102020,211120,1311
013453,20191231,2019,INDL,C,D,STD,OPY,USD,,2464.7550,46.3136,592.7220,79.5500,905.1450,12.7980,120.5990,128.2340,2.9710,799.7190,,1872.0330,52.9530,191.6740,1037.9550,1033.3790,592.7220,,45.6870,A,27.4800,,4020,402030,40,40203020,523110,6211
013480,20191231,2019,INDL,C,D,STD,EBIX,USD,363.9340,1591.6190,18.0413,550.1140,73.2280,202.4690,30.4920,151.2300,168.3940,7.9750,0.0000,234.8850,992.1740,96.7200,67.9650,191.4280,580.6150,599.4450,129.0490,42.3320,A,33.4100,1018.7377,4510,451030,45,45103010,511210,7372
013498,20191130,2019,INDL,C,D,STD,CCL,USD,2059.0000,45058.0000,37.0833,25365.0000,,12909.0000,684.0000,3285.0000,5445.0000,106.0000,427.0000,9127.0000,19693.0000,2990.0000,38130.0000,598.0000,20825.0000,25365.0000,-7068.0000,268.0000,A,50.8300,,2530,253010,25,25301020,483112,4400
013510,20191231,2019,INDL,C,D,STD,DRE,USD,,8420.5620,13.6380,5018.1150,110.8910,656.2950,367.9500,292.6040,,0.4000,0.0000,,3340.3020,428.9720,,285.3000,1015.1060,5080.2600,,116.2560,A,34.6700,,6010,601010,60,60101020,531120,6798
013561,20191231,2019,INDL,C,D,STD,MBI,USD,,7284.0000,10.3987,826.0000,83.0000,354.0000,79.4330,-131.0000,,0.0930,0.0000,,6445.0000,-359.0000,21.0000,2597.0000,223.0000,839.0000,,283.0000,A,9.3000,738.7269,4030,403010,40,40301040,524126,6351
013562,20191231,2019,INDL,C,D,STD,BDN,USD,,4075.9690,9.5674,1677.8770,90.4990,435.8510,175.3750,104.8060,,0.3370,0.0000,,2387.6660,34.2670,,234.9370,572.8130,1688.3030,,86.5260,A,15.7500,,6010,601010,60,60101040,531120,6798
013570,20191231,2019,INDL,C,D,STD,MIDD,USD,1209.1960,5002.1430,34.6470,1946.8140,94.5000,1751.2660,56.1900,522.5830,624.4830,9.7780,585.6990,593.1370,3055.3290,352.2400,448.8000,470.2870,2959.4460,1946.8140,616.0590,82.6090,A,109.5200,6153.9288,2010,201060,20,20106020,333318,3580
013579,20191231,2019,INDL,C,D,STD,EQC,USD,,3319.3770,25.6036,3125.3140,2795.6420,74.5400,121.9240,87.2600,,0.0280,0.0000,,73.5050,492.6800,,19.5540,200.2420,3245.8720,,8.9080,A,32.8300,,6010,601010,60,60101040,531120,6798
013580,20191231,2019,INDL,C,D,STD,UHT,USD,,488.7890,13.2103,181.7340,6.1100,48.1130,13.7570,27.5460,30.8460,0.0000,0.0000,,307.0550,18.9640,0.0000,10.6030,78.9590,181.7340,,10.6070,A,117.3600,1614.5215,6010,601010,60,60101050,531120,6798
